name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id,type
"Forrest, John, MP",NP,2003-03-24,"—I have great pleasure in presenting the report of the Australian parliamentary delegation to Canada and China, 17 to 30 November 2002. This was a whirlwind delegation from one side of the world to the other. I was very proud to be a member of this delegation, along with the members for Melbourne, Cowan and Eden-Monaro. The delegation was ably led by Senator Alan Ferguson, with the accompaniment of Senator Lees. We are very grateful for the support we received from Michael McLean, the delegation secretary. We visited two countries of important interest to Australia but completely different in their cultural make-up and interests.
Firstly, in Canada the delegation were pleased to attend various committees at the seat of the federal government, the House of Commons in Ottawa. Discussions proceeded around important issues at that time. Some of them are still the same. There was a lot of discussion about the situation with Iraq, and there were interesting comments and discussion about the position of orderly marketing agencies here in Australia and also in Canada, genetically modified organisms, Indigenous issues and stem cell research. The delegation was visiting not long after the discussions and debate in this chamber and our parliament.
One of the things that I was left with an incredible impression of—and I am grateful for the opportunity to have visited it—was the seat of the national assembly, the seat of provincial government in Quebec City. Over the years I have read a lot about the strong French cultural distinction that the eastern side of Canada has. But I think you have to visit and talk with the people there to understand just how strong those sentiments are that lead to discussions about secession. That is an ongoing debate, although we did notice that it is on the backburner in Canada as they watch what is happening in Europe and other places that are trying to find political ways to strengthen and enlarge their economic base rather than create small divisions of it.
The conclusions in the report refer to the great parallels between Canadian and Australian history. It is not surprising that we found that members of parliament in Canada are grappling with identical issues that we face here in Australia, particularly with regard to the welfare of their very large indigenous populations. A lot of discussion was conducted on that, and the similarities and parallels are quite obvious. They are different types of people but have the same health and social issues.
China was a completely different story. There is no doubt that now I understand so much more the great motivation that exists in my own constituency to build cultural, social and economic ties with this huge population not far from us. There is no doubt that there are immense opportunities in Australia continuing to engage socially, culturally and economically with this huge market in China. A huge amount of reform is being undertaken in China, particularly in the last decade, in opening up their economies and in their accession to the World Trade Organisation. They too see enormous opportunities for them in mutual economic trade between our two countries.
We also had an opportunity to see Australian aid operations in China. We were grateful for the facilitation of a visit to a large provincial centre in inland China at Chongqing. The Prime Minister had to cut short his visit to China and missed out on an opportunity to see what is happening in Chongqing. We met Australian AusAID agents in Chongqing providing vocational education and training support, which is something that we do very well here in Australia, particularly in those rural, isolated locations. It was very good to see a positive Australian aid project being well received. (Time expired)",REPS,<title>DELEGATION REPORTS</title>,"<title>Parliamentary Delegation to Canada and China, 17 to 30 November 2002</title>",Delegation Reports,0,1,speech
"Edwards, Graham, MP",ALP,2003-03-24,"—I want to join with the member for Forrest in having a few words to say about this report, both on my own behalf and on behalf of Lindsay Tanner, the member for Melbourne, who is currently unavoidably tied up with some parliamentary business. First of all, I want to say that I too was very proud to be part of this delegation. There were senators and members from right across the political spectrum, but I was very proud of the way that we came together and, in a very strong bipartisan way, represented a number of views relating to issues that are of common interest to Canada and Australia, and Canada and China. I felt that the way we addressed this trip did us a world of good. I must say that I was very impressed with the leadership of Senator Alan Ferguson. He did an excellent job, and he served the delegation very well—as did Lindsay Tanner, the deputy leader of this delegation. I know that the member for Mallee and the member for Eden-Monaro share these views, as does Senator Lees. I should also note my appreciation of the very fine job done by Mr Michael McLean, the secretary of the delegation. He did an excellent job, and I do not think we had one problem in terms of the organisation at all.
It was very interesting to go to Canada and their various parliaments, to have the opportunity to sit down and talk with their foreign affairs committee and their Canada-Australia friendship group and to know that many of the issues that they are grappling with are issues that we too are dealing with. Of course, the then pending war in Iraq took up a lot of discussion. I think that Canada and the people of Canada had similar views to people in Australia about that conflict and it was interesting to have the opportunity to speak with them about that. Other issues raised related to stem cell research. Finally, they wanted to know the attitude of Australia to the Kyoto protocol. It is interesting that the Canadian Prime Minister signed Canada's ratification of that protocol back in December 2002.
We had a long trip from Canada to Chongqing in China. I was very pleased that we got off the Beijing and Shanghai route and went to Chongqing. They were very pleased to see us there, and I felt that, once again, we flew the Australian flag very well. We had the opportunity to talk about a number of things in China, including the Olympics, which the Chinese are very excited about hosting. We took the opportunity to discuss both the Olympics and the Paralympics, because these are parallel issues. We were informed by Mr Zeng, the chairman of the NPC's foreign affairs committee, that China intends to host the best Olympic and Paralympic competition ever. They were very excited about the Olympics. They were also very keen on hosting the 2008 World Expo, which has now been awarded to Shanghai. I think that we should take credit for that, because they did approach us to lobby on their behalf.
On my way to Canada and China, I went—at my own expense, I might add—via Menin Gate, where I was invited to speak at the 11 November ceremony. I want to thank very much Joanna Hewitt, the Australian ambassador, for her very great support in that. I also want to thank the Minister for Veterans' Affairs, Danna Vale, and her staff officer, Peter Hulsing, for the arrangements which they helped me put in place to enable me to go there.
—I have to interrupt the member for Cowan, because his time has expired. I would have thought it might suit the convenience of the House, given that I understand that he is the only opposition speaker, if he were allowed to continue. Could I have an indication from the member for Mallee?
—I give leave for the member for Cowan to continue for another five minutes.
—If there is no objection, the member for Cowan may continue.
—I thank the House very much for that indulgence. I was just thanking Danna Vale, the Minister for Veterans' Affairs, and Peter Hulsing, her officer, for the help that they provided to enable me to get to Ypres for the Menin Gate ceremony on 11 November and to be able to speak on behalf of the Commonwealth countries at the end of the service. It was a very moving service, and I was very moved to have that opportunity.
This is the first delegation that I have been on. It was a delegation where we worked hard. We put in long hours, we had very fruitful discussions and we also had the opportunity to get together in a social sense with some of our counterparts from both Canada and China and to talk directly, in that social way, about a whole range of issues. I know that, from time to time, trips like this raise the ire of some of our constituents and some of our taxpayers, but I want to say to them, in all sincerity—and to other members of this House who perhaps have not had the opportunity to go on such delegations—that they are absolutely worthwhile. I think the dollar cost is returned to the nation manyfold.
I want to say in conclusion that if we could promote ourselves more in the bipartisan and cross-political way in which we did on this delegation, not just overseas but in Australia, I think that members of parliament would be much more highly respected in the community than, unfortunately, we currently are. This was a very well-led trip, as I have said. I want to again extend my congratulations to Senator Alan Ferguson and all of the other members of the delegation. It was very well done.",REPS,<title>DELEGATION REPORTS</title>,"<title>Parliamentary Delegation to Canada and China, 17 to 30 November 2002</title>",Delegation Reports,0,1,speech
"Nairn, Gary, MP",LP,2003-03-24,"—I would like to support the remarks of both the member for Cowan and the member for Mallee, particularly the last comments of the member for Cowan. In my seven years in parliament this is only the second delegation that I have been on. Once the delegation left Australia, the political allegiances of each of the individual members were left behind, to some extent, and we were all there on behalf of Australia and on behalf of the parliament. That was a really great way to start off on the right foot overseas and I think we all started very much with that attitude.
The Canadian week was certainly a very busy and interesting week. The member for Mallee mentioned going to the parliament in Ottawa, which I also found fascinating. Question time in the Canadian parliament was interesting, and fairly robust actually, but probably the most interesting aspect was the use of dual languages. There was the situation where some questions were asked in English and actually answered in French or vice versa. There were also many members who answered questions partly in English and partly in French—they would swap from one paragraph to the next, so that was an interesting experience. Some of the similarities to Australia in Canada were incredible, particularly in the health area. The week that we were in Canada there was substantial discussion, in the public, generally, about health matters. In fact, there was a major report about to be released—I think it was released more or less at the end of the week that we were in Canada. In the lead-up to that, there were major articles in the local newspaper each day on some aspect of health. I found the similarities with Australia and the problems that they are having in Canada, with respect to their health system, quite stark.
I was pleased also to go to Quebec. I found that interesting, as did the member for Mallee. There were very individualist aspects of Quebec compared to other parts of Canada. I was fortunate to visit a private mapping spatial information company, which I wanted to see while I was there, and look at some of the work they were doing and the technology that they used. The National Research Council Canada, which we visited, was a highlight, particularly from my point of view as chair of the parliament's Standing Committee on Science and Innovation. Some of the aspects that they are working with and working towards, particularly with improving the research and development commitment in Canada, were things that I was interested in, given the inquiry that my committee here in Australia is currently undertaking. In the information that the National Research Council gave to us, in the Speech from the Throne—which is an interesting turn of phrase in itself in Canada—I noticed Prime Minister Jean Chrétien said:
An innovative economy is driven by research and development. It requires a highly skilled work force and investments in new technology.
	...	...	...
To secure our continued success in the 21st century, Canadians must be among the first to generate new knowledge and put it to use.
In a speech in September 2002, he reinforced that that they were certainly heading in that direction. So we have some competitors in Canada in respect of what we are also trying to do here in Australia. I congratulate the Australian High Commission in Canada for the assistance that they gave us. They were absolutely superb. The staff were tremendous in everything that they did while we were there.
Then we went on to China and, as others said, there was a drastic difference. We went to Chongqing, Beijing and Shanghai and saw the development of China in three different aspects, from probably the least developed through to the most developed. Shanghai was like walking into the future, and what they have done there in the Pudong District over the last 10 years is absolutely staggering. It was great to speak about so many different areas between China and Australia and understand the huge market that is there as we develop our trade through the WTO. I was pleased to be able to buy Bega cheese in Beijing, which demonstrated the extent of trade that is possible for the future, and all those aspects that we discussed. Well done to all the committee. It was well led by Alan Ferguson, and Mick McLean, the secretary, did an excellent job as well. (Time expired)
—Mr Speaker, I seek leave to table the speech which I referred to, which was given on behalf of all Commonwealth countries at the Menin Gate on 11 November 2002.
Leave granted.",REPS,<title>DELEGATION REPORTS</title>,"<title>Parliamentary Delegation to Canada and China, 17 to 30 November 2002</title>",Delegation Reports,0,1,speech
"King, Peter, MP",LP,2003-03-24,"—I move:
That this House:
(1)	notes the widespread use of mobile phones in Australia, with subscriptions now at approximately 12 million;
(2)	commends the Commonwealth Government and Australia's telecommunications carriers for their cooperative action in developing measures to address the problem of loss and theft of mobile phones, including:
(a)	carriers implementing IMEI (International Mobile Equipment Identification) number blocking technology, which can render a lost or stolen mobile phone inoperable;
(b)	examination of regulatory reform to support IMEI blocking; and
(c)	encouraging greater public awareness of this problem and recommending action consumers can take to protect themselves in the event of the loss or theft of their mobile phone; and
(3)	notes the success of these measures to date and the recently reported falls in the level of mobile phone theft in Australia.
The Britney Spears song Hit Me One More Time does not necessarily refer to a physical altercation, nor to a robust love life, which I understand she claims she does not have. It means `send me another text message on your mobile phone'. That indicates to me that the whole question of the security of mobile phones today is vital, as the technology has become an integral part of people's lives—particularly young people's. There are now, as the motion indicates, some 12 million mobile telephone subscribers. Mobile phones in Australia are no longer the toys of the rich; they are in everyday use right across the community. Indeed, parents provide their children with mobile phones so that a constant line of communication is available to them. As a parent with two teenage sons, I am well aware of that phenomenon. Teenagers are even SMS messaging each other during school. They have embraced the technology of SMS messaging with so much gusto that a whole youth culture and nomenclature have developed around the technology.
With the spread of mobile phone use, a number of issues of general interest have been raised. The first relates to the question of responsible use. We need to develop a sensible and broadly accepted courtesy code for the use of mobile phones. The second relates to health and includes the possible radiological damage intensive long-term use of mobile phones may bring; in addition, according to physiotherapists there is even the possibility of SOS from constant SMS usage.
But today I am most concerned with the question of the loss of mobile phones through theft or otherwise. There are some 120,000 mobile phones lost annually, according to police and security sources. The consequences of the loss of a phone can be devastating. Kerryn Sloan, a councillor on Waverley council in my electorate, wrote to me recently and described the situation after her phone was lost:
It is like being in exile. All your communication lines are severed and the thought of what someone can do with your numbers and contacts is really worrying.
It is not just the loss of information and stored numbers on SIM cards; victims of mobile phone theft also incur the costs associated with paying out any fixed-term contracts, plus the expense of purchasing replacement phones. Dramatically, in Oxford Street, Bondi Junction—in my electorate—the theft of some $50,000 worth of mobile phones from the Optus World shop occurred at 3.30 a.m. last Monday.
The theft of mobile phones is a major issue and one which touches the lives of many ordinary Australians. I am pleased, therefore, to acknowledge in the terms of this motion that some progress has been made by the government and the three main carriers in relation to GMS phones. Last year, as a result of a special conference between the carriers and the Commonwealth government, a program of cooperative action in developing measures to address the problem of theft and loss of phones was put in place. That included implementing an international mobile equipment identification, or IMEI, number blocking system. That technology renders a lost or stolen mobile phone inoperable for further use. It is important to note that Telstra put in place its part of that blocking program on 15 August 2002 and that Vodafone put in place its part on 31 December 2002. On 31 March 2003—that is, very shortly—Optus will commence its blocking program. I am also pleased to say that AMTA, the carrier representative body, is putting in place a telecommunication cross-network program that will ensure that mobiles will be blocked across all networks. It is important that we publicise this to the broader community. That is one of the purposes of this motion. As a result of the initiatives taken by the government and the carriers—for which I commend them—I hope those initiatives will bear fruit and people's phones will be more secure. (Time expired)
 (Hon. I.R. Causley)—Is the motion seconded?
—I second the motion and reserve my right to speak.",REPS,<title>PRIVATE MEMBERS' BUSINESS</title>,<title>Mobile Phone Theft</title>,Private Members' Business,1,1,speech
"O'Byrne, Michelle, MP",ALP,2003-03-24,"—I welcome the opportunity to speak in this House on the subject of mobile phone use, and I thank and commend the member for Wentworth for raising the issue in this way. We do not always agree on the subjects that the member for Wentworth and I enjoy talking about, but on this occasion we do.
For me, perhaps the most telling reference in the motion is that which highlights the fact that there are now approximately 12 million mobile phone subscriptions in this country. The population of Australia is currently around 19.7 million people. Whilst acknowledging that some Australians will have more than one subscription, that figure basically indicates that nearly two out of every three Australians have access to a mobile phone. We are not talking only about adult Australians with the means to maintain mobile phone habits; it is probably fair to assume that the popularity of mobiles is very low amongst the oldest Australians. Thus these statistics become somewhat daunting, bringing home to us the number of these subscriptions which must relate to persons under the age of 18 years. Whilst many of these telephones will be parent controlled and provided for the purposes of safety for and contact with their children, many will not be. Even if the telephones are parent provided, their usage may not always be controlled. Approximately 24.4 per cent of our population is aged under 18 years. A bit of basic mathematics leads us to a pretty rapid conclusion that a fair proportion of those under 18-year-olds must have access to mobile phone subscriptions.
The reality is that mobile phones have become status symbols, particularly amongst teenage Australians. The risks of mobile phone possession and usage—whether that includes long personal conversations, accessing expensive phone services or uncontrolled texting interchanges—can be substantial. Before long either the child or the parents can be faced with horrendous bills. In my electorate office, I have certainly seen the disastrous effects this can have; many parents have come into my office with these concerns. In these circumstances, the risk of theft is also greater. Mobile phones have been popular targets for theft virtually since their arrival on the market. The black market in mobile telephones thrived in circumstances where it was almost impossible to trace ownership. In reality, mobile phones are also very easy things to lose. I do not think we would be all that amazed by the number of phones which slip out of pockets or are left on the seats of taxis, trains and buses or in someone else's office. They also look so much alike; it is easy to mistake someone else's for your own.
Although action in developing measures to address the problem of the loss and theft of mobile phones has been longer in coming than really needed to have been the case, it is to be commended. I commend in particular the encouragement of greater public awareness, not only in relation to the specific matters which the member for Wentworth has brought before the House but generally in relation to the usage of mobile phones. There is no question that mobile phones in the wrong hands are potentially time bombs waiting to go off. The consequences, whether they be the result of a loss or a theft or quite simply the provision of a mobile phone legally to a person who is either not fully cognisant of the implications of its use or is reckless about it, can be significant. Greater public awareness about mobile phones and their use is absolutely essential.
I would prefer to see even more cooperative action than that described by the member for Wentworth and, if that is not forthcoming voluntarily, then perhaps some legislative action to ensure that consumers are fully aware of the implications of their possession and use of mobile phones. The risk, as mobile phones become more and more a part of our daily lives, is that consumers will become complacent about the costs and complacent about protective measures. The fact that there are 12 million subscriptions for just 19.7 million Australians is evidence enough that mobile phones are becoming a necessary part of our lives. You only have to look at the job ads, particularly those targeted at young people looking for casual work, to see that possession of a mobile phone is often a necessary prerequisite for participation in society. I see by the way in which many people organise their daily lives and their family schedules that they have become dependent on most family members having a mobile phone. This trend will, I am sure, develop even further. I think soon it will become a given.
In these circumstances, a broad range of measures to protect the consumer is absolutely essential, and there are several ways in which these can be achieved. Industry self-regulation and cooperative action in addressing a broad range of issues is one. In addition to the protective measures which the member for Wentworth has referred to, I would like to see real action which will ensure that excessively mounting call charges are referred to the bill payer for action when they begin to arise, rather than at the end of the billing period. This would particularly apply to situations where the phone is provided to a dependent child or to a person without the capacity to understand the implications of excessive phone use. I also believe that we should have more stringent assessment of subscriptions and that this is something that we should be considering in this process.",REPS,<title>PRIVATE MEMBERS' BUSINESS</title>,<title>Mobile Phone Theft</title>,Private Members' Business,1,1,speech
"Ticehurst, Kenneth, MP",LP,2003-03-24,"—I rise today to support the motion of the member for Wentworth and to commend the federal government, law enforcement agencies and the telecommunication industry for their combined commitment to developing measures to deal with mobile phone theft. The federal government and industry acknowledge that a consistent, national and multifaceted approach is the only effective way to combat mobile phone theft. Technical solutions need to be supported by education strategies and regulatory reform to outlaw IMEI tampering or handset rebirthing and, in effect, to reduce the number of stolen mobile phones each year from over 100,000.
In the first three months after Telstra introduced the antitheft IMEI blocking technology, more than 10,000 handsets have been blocked from its network: 69 per cent of these were stolen and 31 per cent were lost. The UK also noted that falls in mobile phone theft were reported after the implementation of its mobile safety campaign. While prevention strategies involve costs for mobile phone carriers, which may be passed on to consumers, the fact is that consumers are already paying for the problem of mobile phone theft, not only through having to purchase new phones to replace those that are stolen but also via the public investment in law enforcement to deal with mobile phone theft.
The severity of the problem of mobile phone usage emerges when we examine the nature of the offences involving theft of mobile phones. The largest growth in crime associated with stolen mobile phones has been in offences that are violent in nature, such as street robberies and stabbings. Ironically, parents providing their children with mobile phones for their safety may in fact be endangering them. The number of young victims of mobile phone theft has surged 600 per cent in recent years. Last month in New South Wales a 19-year-old boy was killed when a gang of teenagers robbed him of his mobile phone before ramming him into a power pole.
In the absence of IMEI blocking technology, after a mobile phone has been reported stolen and the network has cancelled the account, the thief can simply replace the cancelled SIM card with another purchased legitimately. Unauthorised users who continue to use a phone in this way have little or no prospect of apprehension by the police. Stolen mobile phones, particularly those with newer features and higher retail prices, have thus become a readily saleable commodity on the black market. The theft problem generated by the low risk of apprehension has been exacerbated by certain marketing practices adopted by telecommunication service providers in response to competitive marketing pressures. Many service providers now encourage customers to enter into contracts for set periods of time—usually 24 to 36 months—in return for which each customer receives a handset free or at reduced cost. When a customer loses their mobile phone or has it stolen, they are usually required to continue the contract and buy another handset at their own expense. Given the high cost differential between mobile phones purchased legitimately and those available on the black market, victims of mobile phone theft may in many instances be tempted to cut their losses by purchasing another phone illegally.
IMEI number-blocking technology is currently employed by Telstra and Vodafone and will be implemented by Optus by 31 March this year. This will make it possible for police to obtain the identity of the phone's current user from the mobile phone carrier. At present, most mobile phone customers do not know their IMEI number. Most do not appreciate its importance in police investigations. However, it is very easy to obtain: you simply press *#06# and the IMEI number for a particular handset will be revealed. Therefore the government's education strategy is of vital importance in reducing the theft of mobile phones.
In the UK the launch of a mobile phone database that will prevent stolen phones from being used on any UK mobile network has been successful. When a stolen phone is reported to a network operator they are able to cancel it just like they would a credit card. Technical solutions and the aggressive education campaign in the UK are complemented by the Mobile Telephones (Re-Programming) Act 2002, which introduces sentences of up to five years for those caught reprogramming IMEI numbers on mobile phones. I commend the government for its commitment to developing measures to prevent mobile phone theft.",REPS,<title>PRIVATE MEMBERS' BUSINESS</title>,<title>Mobile Phone Theft</title>,Private Members' Business,1,1,speech
"Evans, Martyn, MP",ALP,2003-03-24,"—I rise to give bipartisan support to the motion introduced by the member for Wentworth. I think it is important to draw attention to the fact that, while mobile phone technology has been successful and has reached the level of use to which the honourable member has, in moving this motion, drawn attention, the reality is that it has been so successful because it is so simple in the hands of the consumer. This technology has worked and has been marketed so well and has reached these levels of use because the consumer simply has a phone in their hands which works. The technology is transparent to them but behind that technology lies an incredible array of very complex technology in the hands of the network providers. That technology is much more computer technology these days than it is telephone technology because almost all the technology which is employed, apart from the radio technology used to disseminate the telephone signal, is basically and fundamentally composed of computer software. In the hands of the telephone companies it is basically a large computer system.
Of course, they can now use that in very flexible ways and they could have come to a solution much earlier in the existence of mobile telephone technology. Unfortunately, there are very strong, perverse incentives in the system for them not to come to a solution for the benefit of consumers because in reality the new user of the stolen mobile phone is still making telephone calls. Telephone calls are still being paid for; someone is still responsible for the payment of those telephone calls being made through the stolen handset. As far as the telephone companies are concerned, there are quite perverse incentives in the system. They really have never had an incentive to provide effective solutions to the theft of mobile phones—even though those solutions have been staring them in the face ever since the system was invented. The reality is that mobile telephone technology, because it is so software oriented, has always provided ready solutions to problems like this. It has simply been that the perverse incentives built into the system—not deliberately by the telephone companies, of course, but simply by the very nature of the business—are such that they have never had the necessary incentives to deal with these kinds of problems. Now they are dealing with them—ultimately and belatedly—and I am very pleased to see that that is the case.
The honourable member for Wentworth has quite correctly pointed out—indeed, as all honourable members in this debate have—the magnitude of these problems. It is occurring at all ends of the market now, with not only our young people but also our older citizens making very good use of this vital technology. It will extend beyond mobile phones because now PDA devices—portable computers—which are reduced to the size of mobile phones and which will be even more valuable also incorporate telephone technology. So $1,000-plus computer devices will also incorporate telephone technology. Laptop computers incorporate telephone technology to dial out as broadband devices. The 3G telephone technology will allow even more expensive devices to also incorporate telephone technology, which will also need this kind of protective software. It is quite possible for the telephone companies to incorporate much more consumer empowerment into these devices.
As the honourable member for Bass has pointed out, consumers need even greater empowerment. So why not allow consumers to manage their mobile telephone accounts for themselves, for their children and, if necessary, for their older parents through the Internet? You can set daily limits through your own web account for your mobile telephones—if that is what is necessary. At a particular time in your child's life, you may want to set a $5 or a $2 a day limit through an Internet web page which Telstra can provide for your particular mobile phone account. For another child you might set a $3 a day limit or you might set a limit of five, or 10 or zero SMS messages a day and tomorrow or next month you might change that. If Telstra or the other account providers allowed that kind of empowerment by consumers through the Internet, for example, that kind of management on a micro basis would be very cost effective for the consumer and for the telephone companies. Of course, they are not providing that level of control because that would reduce the profitability of some of the services which are very highly profitable because of the out-of-control management by individuals in the system. That is the problem we face. (Time expired)",REPS,<title>PRIVATE MEMBERS' BUSINESS</title>,<title>Mobile Phone Theft</title>,Private Members' Business,1,1,speech
"Forrest, John, MP",NP,2003-03-24,"—I would also like to commend the member for Wentworth for bringing this issue to the attention of the House. When you consider that there are something like 100,000 mobile phone pieces being stolen annually, it is very easy for members to equate that to something that has happened to a constituent much closer to home. I think it is important that we have this debate, too, just to reinforce a few simple things that the community can do for itself. There are adequate in-built security measures that are already in the handpiece. I know a lot of people say that is too technical or too complicated, so to that extent the member for Bonython is right, but there are very simple measures where you can code in your own PIN—a four-digit number—and you can impose your own local security.
It is very easy to have your mobile phone stolen. Of all mobile phones stolen, 28 per cent are stolen from motor vehicles and 20 per cent are stolen from social venues such as restaurants, pubs and clubs. That can happen easily: you make a call, you then become engaged in another conversation, you leave your phone on the table next to you and it is very easy for someone to walk past and collect it. Eight per cent of mobile phones are stolen from the workplace, which is very disconcerting.
To expand on what the member for Bonython has said, there are some measures in place. I have children too, and we have provided them with mobile phones for security purposes. There are only certain numbers that they can ring and it is not an unlimited account. We provide a limited amount of dollars per month so that if a phone is stolen and they have not utilised the in-built security measures, which I have already mentioned, the liability is somewhat limited. 
In addition to what the carriers can do—and members have mentioned the IMEI process—there are a large number of smaller initiatives which consumers themselves can utilise, but most people are unaware of them. I think it is important that we have a motion like this to give some publicity to those measures. One of the things that I am amazed about is the incredible take-up of mobile telephony in Australia in the short space of around 12 years—since the late 1980s. I can remember that my first mobile phone was an old analog box that weighed 3½ kilograms. Do you remember those, Mr Deputy Speaker? It was a very effective piece of equipment, but it was analog technology. To give some testimony to the difficulty in providing a regulatory framework with technology changing, soon after that we had the introduction of the GSM network, the global system for mobiles, using digital technology. Since then here in Australia there have been a huge push and massive expenditure by the carriers, particularly Telstra, for the provision of CDMA, code division multiple access, which is an Australian adaptation, if you like, to make the technology go even further and to cram more and more users into a limited technology. With all those changes, there is no doubt that consumers become readily confused, but it is not so difficult to impose your own security arrangements and just be a bit careful where you leave your mobile phone.
I am very grateful that the government has taken a very proactive role in the rollout of mobile telephony. It is an incredible facility to provide to rural Australia, in particular, and the kind of constituency that I represent. In fact, this Friday I will be launching another CDMA tower at a place called Gulaquil in my electorate, which is a strategic location on the Henty Highway. It is the third such tower I have taken part in launching just this year. It is very pleasing to my constituents because the demand to have this technology at their disposal for commercial and safety reasons is becoming even greater. In Australia there are 12 million handpieces in a population of slightly less than 20 million. This gives us the highest per capita possession of mobile phones of any country in the world. This motion is all about ensuring security and safety for consumers so they can avoid having their possessions stolen. I commend the motion and thank the member for Wentworth for bringing it to the parliament's attention.
 (Hon. I.R. Causley)—Order! The time allotted for this debate has expired. The debate is adjourned and the resumption of the debate will be made an order of the day for the next sitting.",REPS,<title>PRIVATE MEMBERS' BUSINESS</title>,<title>Mobile Phone Theft</title>,Private Members' Business,1,1,speech
"O'Byrne, Michelle, MP",ALP,2003-03-24,"—Australia's stunning victory in the Cricket World Cup is a cause for great national pride and a recognition of the success of initiatives such as the Australian Cricket Academy and the professionalism of sporting bodies such as the Australian Cricket Board. But it has special significance for me and for the people of my electorate of Bass, because the Australian team was steered onto its unwavering course to its ultimate goal by one of our own. Ricky Ponting's elevation to the Australian one-day captaincy may have caused eyebrows to be raised in some quarters, but to all of us it was a cause for much local pride—a pride which has no doubt swollen beyond all belief in the last 12 or so hours.
He is very much the product of Tasmania—a young boy from Mowbray, in the working-class suburbs of Launceston, who has combined the wonderful natural ability with which he is endowed with the opportunities which were presented to him to rise to the very top of his sport. Not only was he able to lead his talented and determined team on an unbeaten path through to the final but last night he led by example. Despite what commentators described as a shaky start, he dominated the Indian bowling with 140 off just 121 balls. It was fantastic to see the 234-run, unbeaten partnership between two highly professional cricketers hailing from opposite ends of our vast continent; the Darwin lad combined magnificently with the Tassie boy in a superb display of sporting prowess. This aptly demonstrates what young Australians can achieve, wherever they might come from, if they are given just one thing: opportunity. That is something all of us who have the privilege to be members of this House should ensure we provide to all of our fellow Australians whenever possible.",REPS,<title>STATEMENTS BY MEMBERS</title>,<title>Sport: Cricket World Cup</title>,Statements by Members,2,1,speech
"Crean, Simon, MP",ALP,2003-03-24,"—My question is to the Prime Minister, and I ask: given that coalition forces have been involved in military action for several days and have encountered resistance, can the Prime Minister inform the House of the number of coalition casualties, including the current wellbeing of Australian troops? Does the Prime Minister have any information on the current number of Iraqi civilian and military casualties?
An incident having occurred in the gallery—
—Remove that man from the gallery.",REPS,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Iraq</title>,Questions Without Notice,3,1,question
