name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id
"Ludlam, Sen Scott",AG,2009-05-14,"—I move:
That the following bill be introduced: A Bill for an Act to provide for environmentally sustainable use of resources and best practice in waste management by establishing a national beverage container deposit and recovery scheme, and for related purposes.
Question agreed to.",SENATE,<title>ENVIRONMENT PROTECTION (BEVERAGE CONTAINER DEPOSIT AND RECOVERY SCHEME) BILL 2009</title>,<title>First Reading</title>,Bills,3,1
"Ludlam, Sen Scott",AG,2009-05-14,"—I present the bill and move:
That this bill may proceed without formalities and be now read a first time.
Question agreed to.
Bill read a first time.",SENATE,<title>ENVIRONMENT PROTECTION (BEVERAGE CONTAINER DEPOSIT AND RECOVERY SCHEME) BILL 2009</title>,<title>First Reading</title>,Bills,3,1
"Parry, Sen Stephen",LP,2009-05-14,"—by leave—Whilst we have granted our consent to the cut-off provisions for these bills and support them, we just want to explain that we understand the nature of some of the bills that need to be granted exemption but on this occasion we feel as though there are some—in particular, the legislation that is not urgent—that have been with the government for some time and could have been managed in a far more effective manner. Having said that, whilst we have facilitated the government on this occasion, as we have done in the past, we are not just going to agree willy-nilly to exemptions to the cut-off on every occasion without further debate.",SENATE,<title>BUSINESS</title>,<title>Consideration of Legislation</title>,Business,5,1
"Ludlam, Sen Scott",AG,2009-05-14,"—I seek leave to move an amendment to that motion, as circulated and as discussed, which changes the reporting date from 26 November to 23 November.
Leave granted.
—I move:
Paragraph (1), omit “26 November 2009”, substitute “23 November 2009”.
Question agreed to.
Original question, as amended, agreed to.",SENATE,<title>COMMITTEES</title>,<title>National Broadband Committee</title>,Committees,11,1
"Ludlam, Sen Scott",AG,2009-05-14,"—I seek leave to move an amendment to that motion, as circulated and as discussed, which changes the reporting date from 26 November to 23 November.
Leave granted.
—I move:
Paragraph (1), omit “26 November 2009”, substitute “23 November 2009”.
Question agreed to.
Original question, as amended, agreed to.",SENATE,<title>COMMITTEES</title>,<title>Resolution of Appointment</title>,Committees,11,2
"Parry, Sen Stephen",LP,2009-05-14,"—I move:
That—
To ensure appropriate consideration of budget-related bills by Senate committees without undue delay, the provisions of all bills introduced into the Parliament after 12 May 2009 and before 5 June 2009 that are proposed to commence prior to 11 August 2009 are, contingent upon their introduction into the Parliament, referred to committees for inquiry and report by 16 June 2009.
The committee to which each bill is referred shall be determined in accordance with the order of 13 February 2008 allocating departments and agencies to standing committees.
This order may be superseded in relation to any bill by:
a subsequent order of the Senate, including the adoption of a recommendation of the Selection of Bills Committee that the bill not be referred or be referred on different terms; and
a recommendation of the Selection of Bills Committee reported to the President when the Senate is not sitting that the bill not be referred or be referred on different terms.
A committee to which a bill has been referred may determine that there are no substantive matters that require examination and may report that fact to the Senate.
This order does not apply in relation to bills which contain no provisions other than provisions appropriating revenue or moneys (appropriation bills).",SENATE,<title>COMMITTEES</title>,<title>Legislation and References Committees</title>,Committees,12,1
"Ludwig, Sen Joe (Manager of Government Business in the Senate)",ALP,2009-05-14,"—by leave—For the purposes of clarity, I move the following government amendment:
Paragraph (1), omit “all”, substitute “these”.
Question agreed to.
Original question, as amended, agreed to.",SENATE,<title>COMMITTEES</title>,<title>Legislation and References Committees</title>,Committees,12,1
"Parry, Sen Stephen",LP,2009-05-14,"—I move:
That—
To ensure appropriate consideration of budget-related bills by Senate committees without undue delay, the provisions of all bills introduced into the Parliament after 12 May 2009 and before 5 June 2009 that are proposed to commence prior to 11 August 2009 are, contingent upon their introduction into the Parliament, referred to committees for inquiry and report by 16 June 2009.
The committee to which each bill is referred shall be determined in accordance with the order of 13 February 2008 allocating departments and agencies to standing committees.
This order may be superseded in relation to any bill by:
a subsequent order of the Senate, including the adoption of a recommendation of the Selection of Bills Committee that the bill not be referred or be referred on different terms; and
a recommendation of the Selection of Bills Committee reported to the President when the Senate is not sitting that the bill not be referred or be referred on different terms.
A committee to which a bill has been referred may determine that there are no substantive matters that require examination and may report that fact to the Senate.
This order does not apply in relation to bills which contain no provisions other than provisions appropriating revenue or moneys (appropriation bills).",SENATE,<title>COMMITTEES</title>,<title>Reference</title>,Committees,12,2
"Ludwig, Sen Joe (Manager of Government Business in the Senate)",ALP,2009-05-14,"—by leave—For the purposes of clarity, I move the following government amendment:
Paragraph (1), omit “all”, substitute “these”.
Question agreed to.
Original question, as amended, agreed to.",SENATE,<title>COMMITTEES</title>,<title>Reference</title>,Committees,12,2
"Scullion, Sen Nigel",CLP,2009-05-14,"—I move:
That—
the relationship between the Central Land Council and Centrecorp Aboriginal Investment Corporation Pty Ltd (‘Centrecorp’) be referred to the Finance and Public Administration References Committee for inquiry and report by 11 August 2009;
the committee must inquire into and report upon:
the financial and management relationship between the Central Land Council and Centrecorp, including (without limitation) any equitable relationship between those entities,
whether taxpayers’ funds have been paid or transferred to Centrecorp and how those monies have been treated in the accounts of the Central Land Council and Centrecorp,
the nature and extent of Centrecorp’s business activities,
Centrecorp’s sources of revenue,
the beneficiaries of Centrecorp business and other activities and any additional revenue it receives,
the nature and extent of Centrecorp disbursements to any charitable trusts or like entities,
the extent to which any Centrecorp beneficiaries and the Central Land Council are informed of Centrecorp’s business activities,
how Aboriginal Australians living in the Central Australia region benefit from Centrecorp’s business and charitable operations, and
all other matters considered necessary by the committee; and
the committee must hear evidence inter alia from:
the Central Land Council,
the Auditor-General, and
Centrecorp.
Question put.",SENATE,<title>COMMITTEES</title>,<title>Finance and Public Administration References Committee</title>,Committees,14,1
