name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id,type
"Ferguson, Laurie, MP",ALP,1999-10-14,"—Last evening, on behalf of the opposi 
 tion, I essentially made the point that, although the government has moved to some degree with regard to a wood and paper industry council, the government concessions are still totally inadequate. In the last discussion of the Regional Forest Agreements Bill 1998 , we traced the degree to which the government makes no specification about membership of the council. It is essentially left to the minister to decide who will be on the committee, who will be represented and what industry interest will have some say in the process.
Unfortunately, although we well appreciate and hear the rhetoric of the Minister for Forestry and Conservation regarding his concern with Australia's serious trade deficit in these matters—which deteriorated by a further $218 million in the last year while he was running around Australia getting into altercations with all the state governments, regardless of their political allegiances—the situation is that, despite those polemics, the current government has a very sad track record with regard to performance of an industry council. It abolished the Labor Party's initiative in this field, and its own alternative, as we stated yesterday, met on only two occasions.
It is interesting to note that the coalition members of the Senate Rural and Regional Affairs and Transport Legislation Committee acknowledged the very serious need for a positive role by a wood and paper industry council. They indicated that the government should re-establish that Labor initiative and said that it formed a valuable part of the overall needs of the industry.
The other point is that the minister comes here and basically claims that the reason he cannot do anything about his action agenda is that this bill is not through parliament. The sad fact of life is that, quite frankly, everyone in Australia has been sitting on their behinds waiting for the minister to come forward with some kind of action agenda. It has been promised for many months, but nothing is actually happening. The pretext that this legislation would in any way impede the establishment of a council in some activity to try to drive policy in this area is just prepos 
 terous. As the minister said, there has been a very serious deterioration of the trade deficit in the period that he has been promising to do something. The matter cannot go on.
The government alternative to Labor's very serious council proposal is a very lacklustre initiative. We have indicated that there is no real urgency in the degree to which the body meets. Labor's alternative puts forward the membership in a very real sense. It speaks about funding for the body and appointments. It speaks about the roles of the acting chairperson and the deputies for the sitting members, the publication of council reports and, more importantly, the functions of the council. The government's real lack of interest in this matter is indicated by the broad brush objectives that it gives to the body. It is a bit similar to its attitude towards putting objectives in the bill for the National Forest Policy Statement.
Similarly, regarding the functions of the council, Labor puts forward that it should have specific aims:
. . . to investigate market and import replacement opportunities . . . to develop, and to submit to the Minister, recommendations, guidelines and plans for measures consistent with the principles of ecologically sustainable development . . . to consult, and cooperate, with other persons and organisations in matters affecting the industry; and
to periodically inquire into, and to report to the Minister on, policies and procedures governing the export of unprocessed wood;
And so on. The committee that Labor puts forward—and that we shall be pursuing in the Senate very strongly on behalf of the membership of the unions and employees in the field—says that we want to do something. It is not just going through the motions and saying, as the minister said yesterday,`I'm really not in favour of the idea, but I might give this as a bit of a throwaway concession.'
Labor is very determined to try to make sure industry policy is driven in this field. It believes that there must be a degree of government intervention and oversight to make sure something happens. There is a serious deficit. There are serious problems in the industry. Quite frankly, despite all the rhetoric from the government about their concern for employees, it is a bit similar to 
 their attitude on structural adjustment. They come to this parliament and say, `We do not want to give any money for structural adjustment because we don't think anyone is going to be sacked.' The fact of life is that people's employment will be terminated. The government know that redundancy payments in this country are limited to enterprises of over 15 employees. The fact of life in this industry is that a significant number of employers have fewer than 15 employees. People will walk out of this industry without any redundancy payments whatsoever, and the government's excuse that they basically cover them is not good enough. (Time expired)",REPS,<title>REGIONAL FOREST AGREEMENTS BILL 1998</title>,<title>Consideration of Senate Message and Unrelated Amendments</title>,Bills,8,1,speech
"Tuckey, Wilson, MP",LP,1999-10-14,"—All that we received in that five-minute debate was an admission of Labor's total misunderstanding of the industry and their failure to do anything about it. Let me remind the House that, whilst the trade deficit is admittedly a very worrying $2 billion per annum, one can only wonder what the figure might be and what employment might exist at the moment in the seat of Braddon if the Labor Party had not killed off Wesley Vale.
The industry, at that stage at least, had the confidence to invest, and the Labor Party decided at the time—under Hawke and Richardson—that a few Green preferences were more valuable to the Labor Party's retention of government than the jobs of the people of Burnie, for instance. The real issue was that there is nothing in our action agenda to stop somebody building a new pulp mill, which was absolutely necessary. People cry about the loss of the Burnie pulp mill. It was known to be going to happen when North stood up and said, `We need to build a new one.'
That is what the world is all about today. You needed to be taking decisions all those years ago just to stay in the game. You cannot go on sitting around waiting for an old plant to wear out and somehow rejuvenate itself. They do not. The proposal that I have put up was well publicised in Tasmania the other day in terms of the member for Reid's criticism that we are not doing anything in the 
 action agenda. I laid out there to the journalist the people I have spoken to and the arrangements that I think might put together a consortium because, if you want to get back into the marketplace, you are talking about three million tonnes of woodchips.
Your colleague in Western Australia says, `No woodchips,' your colleague in Queensland says, `No woodchips,' and yet that is the great growth market. The most efficient way is to use all of the tree which would require cutting down fewer trees to keep people in jobs. That is the market that is growing. It is not only growing in paper but growing in panel boards as structural members. If you want to build that sort of panel board, that is an investment of $300 million.
Let me get down to the fundamentals of this. As I said yesterday, the member for Reid and his controllers in the Leader of the Opposition's office, I and anybody else from this House can start arguing about the pros and cons of this legislation, but the judge and jury are not in this place. They are out there in the real world and, at the moment, they have their chequebook zipped right up. They do not trust us, and they have every reason not to do so.
I love it when the member for Reid says that I have been out fighting with a few state governments. On whose behalf? Workers in the industry. And I have not done it on a party political basis, as you would. I have taken both sides on, and if they are not prepared to deliver a reasonable outcome according to the rules they get my criticism. If you want to tell me that I am wrong for doing that, thank you very much. I have the integrity of what I am doing, and no-one can say I have played politics on the issue. If you think that is silly, tell me, tell the world, because I will stand on my principles.
We are proposing an action agenda and this council in the most flexible way possible. The member for Reid is running around saying, `We've got to have everything written in legislation.' You know all about that. It is like a bill of rights. That does not give people rights; that just limits their rights. What you are putting up limits the opportunities for this committee to do good work. You talk about 
 membership. Second reading speeches do have standing. And what did I say yesterday? I said:
Membership of the council will predominantly comprise representatives from the forest and forest products industry, including its work force. However, I anticipate that membership will also include representatives of the state and Commonwealth agencies and independent people with expertise in sustainable management of forests.
I will be picking them because I will pick those who I think can contribute as much as possible. (Extension of time granted)  That is a flexible arrangement. Again, the member for Reid wants to make a big thing about the fact that I originally said that I did not think it was necessary. That is just the truth. I do not need to stand up in this place and sneak and slink around under the carpet and not make a bump. That was my original position. I admit it to the House, and then I say that I have been convinced—not, I might add, by the opposition but by the representations of people like Michael O'Connor and the representations of NAFI. I think that is great. That is my job. I wish them well. I believe the best advocate they have—and I think they might agree with me—is me as a minister because I am genuinely determined to do something.
This uncertainty around what an RFA will achieve makes the next steps very difficult. It will make it difficult for this council. That is what has to be remembered. It is all about political posturing. In one breath the member for Reid is telling us, `A few disallowances won't matter. That'll just pass us by in 15 days,' but in his own party the backbenchers with direct representation of the people who get hurt, the forest workers, have been absolutely rolled. They were forced to come in here yesterday and vote down something they know is not in the interest of their own constituents. And that is what they did.
—Like your West Australian backbenchers!
—It is no good making comparisons with the Western Australian state parliament. Does that excuse you for what you did yesterday? Your people were forced. So what is the outcome of every disallowance motion up there? You have made up your mind. The numbers in your caucus say, `We 
 will vote to disallow them.' One of your principal spokesmen on this, the member for Fremantle, stated that the RFA in WA had to go for a number of reasons, none of which she can substantiate. They are wrong. It is not a question of my view versus her view. Anytime someone wants to come to me with any proof of what she said yesterday, I will agree with it publicly, but I will bet you cannot.
The fact is that the whole process over there was done properly, according to the National Forest Policy Statement, and she signed off on it. But look at what Court has done now—as I said, he is Australia's only living heart donor. He did not make that judgment on any point of science and I do not think he made it on any sensible point of politics. You can have that from me in black and white and you can send him the letter. That is why I want RFA legislation. His signature would never convince me of anything in the future. But this is the situation: you people have to decide whether or not we should have the legislation as everyone else wants it. They do not want it to be contestable. If we pass an amendment here that somebody wants to argue is unconstitutional, then the whole bill is at risk. All we got yesterday was proof positive that you can get two conflicting legal opinions on whether or not it is unconstitutional.
—You know that yours is not serious.
—You want to bet with me that that is what a judge would do? You do not know. But the person who is being asked by me to invest $2 billion just does not want the hassles. They do not need them and they do not get them in other countries. That is the fact that you have to confront. That is the judgment that the jury are putting on this legislation, and they have given it to you and me in black and white. The reality is that the CFMEU, NAFI and the Tasmanian state government—and do not think that they have not had it tested by their own legal advisers—say that the Labor Party will damage this legislation with these amendments. So why are you doing it? Because you have got to try to hang on to some Green preferences, which 
 they will never give to us anyway so I do not know what you are worried about. Why not just do the right thing? The amendments are before us and it is time to vote on them. (Time expired)
Amendments agreed to.",REPS,<title>REGIONAL FOREST AGREEMENTS BILL 1998</title>,<title>Consideration of Senate Message and Unrelated Amendments</title>,Bills,8,1,speech
"Tuckey, Wilson, MP",LP,1999-10-14,"—I present the reasons for the House of Representatives disagreeing to the amendments of the Senate. I move:
That the reasons be adopted.
Question resolved in the affirmative.
Motion (by Mr Tuckey) agreed to:
In the message returning the bill to the Senate, the Senate be requested to reconsider the bill in respect of the amendments made by the House of Representatives to the bill.",REPS,<title>REGIONAL FOREST AGREEMENTS BILL 1998</title>,<title>Consideration of Senate Message and Unrelated Amendments</title>,Bills,8,1,speech
"Macklin, Jenny, MP",ALP,1999-10-14,"—The Health Insurance Amendment (Diagnostic Imaging Services) Bill 1999  contains what on the surface appear to be relatively minor amendments to extend exemptions to the requirement that diagnostic services are provided only on referral from another doctor. However, as we shall see as I go through my remarks this morning, below the surface lies a tangle of problems with the administration of radiology services. These include: a refusal to accept proper consultation, dominance of sectional interests and acceptance of a two-tier system where rural residents are given second-best service.
At this stage, there are several overlapping problems that are relevant to this bill. The first problem is a lack of proper accreditation arrangements for the different professionals providing services. There are inconsistencies in the new professional supervision rules, there is a need for proper consultative processes that involve all the different profes 
 sionals providing services and there is a need to break down the barriers which are there just to protect turf so that access to and quality of patient care is improved. It is time that the use of exemptions which give rural Australia a second-class service was ended and that telemedicine be embraced as a means of maintaining the quality of health services in rural Australia.
These issues underlie this bill, but I want to start by explaining what this bill sets out to do. Since 1991, a regime has been in place to control the use of radiology equipment to those trained to use it and to establish minimum quality standards. This was meant to be the first phase towards a proper regulatory framework. To ease its introduction, some exemptions were provided. These enabled doctors in rural areas and others who, prior to 1991, carried out their own diagnostic imaging to continue to charge Medicare for the diagnostic imaging work they carry out in their own surgeries. This enabled the continuation of established practice among those who had been undertaking this kind of work as part of their general practice up until 1991.
A rural area was taken somewhat arbitrarily to be any area more than 30 kilometres from an established radiology practice. In these circumstances, a general practitioner is permitted to bill Medicare for diagnostic imaging work without a referral. This transitional arrangement, as I said, was meant to give time for the implementation of a proper accreditation scheme to improve the quality assurance processes and to ensure that all doctors using radiography and ultrasound equipment were suitably qualified. Unfortunately, the development of an accreditation scheme has been repeatedly deferred. I note that the current Minister for Health and Aged Care was critical of the former government when it first extended the period for the exemption arrangements. Speaking in the House on 23 August 1995, he said that there was `policy sclerosis' because the problem had not been fixed. This minister has now held the responsible job of being the Minister for Health and Aged Care for four years and has made absolutely no progress himself. His best effort is to come back here today with a 
 further extension to continue the exemption for rural doctors and for those who have been allowed to continue to practice under the old rules. This is very unsatisfactory.
At this late stage, however, there seems to be no alternative but to let this bill pass so that the radiology services can continue to be delivered in rural areas in the short term. However, it is vital that the present situation not become entrenched as the long-term outcome. Rural Australia should not have to accept second-class medicine where general practitioners without the relevant qualifications are permitted to continue delivering services for which they do not have training. There must be accreditation and training to ensure that non-metropolitan areas have doctors with the necessary skills and experience to use modern diagnostic tools safely and accurately.
The bill contains at least one step forward because it requires doctors who wish to continue to enjoy the exemption to at least be enrolled in a course for accreditation in the skill that they purport to have acquired through past practice. Unfortunately, though, these courses are only just now being established and doctors will not start being accredited for another year or more. The cart is well and truly in front of the horse, but the minister's past delays have left us no alternative.
Another reason that these amendments are controversial is that these exemptions are being extended at the same time as new professional supervision rules have been introduced for certain kinds of radiography and all ultrasound work. These new restrictions on the use of ultrasound equipment have also proven to be very controversial amongst doctors who will lose accreditation to use ultrasound as part of the general practice. The thrust of the professional supervision rule is to require a qualified radiologist—that is, a person capable of interpreting the medical significance of the images—to supervise the work of all radiographers, the people who operate the equipment and take the images.
Radiographers are not medically qualified but they are professionals in the health system who have a high level of training. The radiog 
 raphers resent the description of professional supervision because they view themselves as professional. They do, however, accept the role that they play as employees of radiologists and the critical quality assurance role that the radiologists are entrusted with.
Radiographers see an inherent contradiction in the way the professional supervision rules have been drafted. In their view, the supervision requirement makes sense only if there is a degree of personal supervision of work and that the radiologist is essentially on the premises to contribute to ensuring work is carried out correctly. The department's view, as I understand it, is that provided the radiologist can arrive during the consultation—for example, within 10 to 15 minutes—then the professional supervision rules are met. This they argue allows the supervising radiologist to go to a nearby laboratory or to visit an adjacent hospital ward. That is fair enough, but what many radiographers report is that they rarely see a radiologist for days or weeks as a time.
I recently had cause to look at the web site of one of Victoria's larger radiology practices—the Victoria Imaging Group. The VRG boasts no fewer than 28 sites run by 250 staff under the supervision of 12 radiologists. How can the department honestly believe that, with its professional supervision rules, these are being met when 12 radiologists are split between 28 sites? They would have to be in constant cruise control mode shuttling between their practices if they were to seriously meet the requirement of personal supervision of 250 staff. Just by way of addition, this is a practice that boasts three new MRI units to look after as well.
The shortcomings in the rules probably reflect the fact that the process that has been followed for its development of these professional supervision rules has not allowed for a genuine opportunity for everyone to comment. There has been a high level of control exercised by the consultative committee on diagnostic imaging that is dominated by radiologists and excludes many other parties. The minister argues that, because it is the radiologists who get the Medicare rebate, they are the ones he needs to talk to. I have heard it 
 said a number of times that, if the government does not pay particular professionals, they do not have any obligation to talk to them, whether they are nurses, physiotherapists or, in this case, radiographers.
It is the case that the department, as well, has failed to properly consult the Institute of Radiographers, which represents those who carry out the diagnostic image taking. In the same way, there has been inadequate involvement of the Australian Sonagraphers Association whose members play a similar role with respect to the taking of ultrasound. There are a number of other people outside the process who feel that this bill will strengthen the position of the radiologists and continue the exclusion of other professionals working in the sectors such as obstetricians, vascular specialists and general practitioners.
Coming back to the most important consequence of this bill: it is the case that it will continue the two-class system for health care that we see in Australia. That will be further entrenched by rural practitioners continuing to have the exemption to have proper training and accreditation. The professional supervision rules are being waived for rural areas on the grounds that it would cost too much to have a radiologist supervise a radiographer on every occasion in country areas. However, there is not an alternative system in place to ensure that quality assurance takes place in these rural areas. It is claimed—and this is being said around Victoria—that one radiologist has a truck with substandard equipment touring rural Victoria taking images which are then processed back in Melbourne. Although most doctors see such a practice as unacceptable, it can continue simply because the existing rules all provide rural exemptions.
The department therefore cannot stop such practices where they occur in rural areas. There is no way to know whether the people relying on that particular radiology service are getting the correct treatment or obtaining an accurate diagnosis. This is a very serious matter, because a poorly taken image could result in a missed cancer or the failure to treat a preventable illness at an early time. The exemptions in this bill allow an untrained GP in a rural area to undertake radiology services 
 for which they may have no training or expertise. There is no system for accreditation required at the outset and no alternative quality assurance program. Rural Australians should not be fobbed off with second-best medicine. This bill does not provide the first-class medicine that people deserve and many would argue that it entrenches the present position.
Significantly, the government seems to be turning its back on a major opportunity to use new technology to overcome this problem. Increasingly the ability to transmit high definition images through phone lines and the Internet open up the possibility of radiographers, GPs and radiologists working in partnership at widely separated locations. The use of telemedicine would permit urban radiologists to supervise radiographers in other locations. It is already happening between urban practices, even though it is not accepted as meeting the professional supervision requirements. Of course, the real potential of telemedicine is to overcome the tyranny of distance to ensure that a fully qualified radiologist could supervise the image taking process and analyse the results in almost real time. This would offer rural Australians the equivalent level of service that urban residents take for granted. It would provide immediate backup for every local hospital and a means to support GPs working in remote locations. This bill should be setting up a framework for telemedicine, but the government has yet again let the opportunity slip by.
The mess that exists with radiology is put in the shade by the complete confusion over the regulation of ultrasound. At present there are no accreditation standards whatsoever for  sonagraphy. Any person can start operating an ultrasound machine and charge the public. Claims against Medicare can only be made by a medical practitioner or a specialist. There have been new professional supervision requirements introduced for ultrasound from 1 September, but there is still no clear commitment to introduce mandatory accreditation standards for the operators and the equipment involved. Many GPs and obstetricians have used ultrasound in the past as a basic part of their practices and see it as far more effective 
 than referral of their patients to another specialist radiologist to have the scan done. Many other GPs who have not historically done this work do not enjoy the entitlement to bill Medicare for ultrasound work because the exemptions that this bill is extending do not apply to them. These GPs are angry at being excluded and point to the lack of any defined criteria on safety or accreditation grounds as to why they are not allowed to do this work. As the technology has become more accessible, the need for the specialisation of the past is diminishing.
On the other side of the debate the use of ultrasound is expanding rapidly amid allegations that the extent of use has become medically inappropriate. Clearly there needs to be action to limit the extent to which Medicare is funding applications for ultrasound which do not meet a medical need. The government should also look at rules for ultrasound use that ensure that only those with appropriate qualifications can carry out the scans and use the ultrasound equipment.
In order to sort out these various problems, I have put a number of proposals to the minister through an exchange of correspondence. Unfortunately, to date the minister has refused to reconsider his position, despite the fact that there is growing discontent on all sides on these issues. I want to put to the House the proposals that I have put to the minister and how he has responded.
Firstly, to overcome the consultation problems I proposed that the existing Consultative Committee on Diagnostic Imaging be expanded to include all the relevant parties who have an interest in diagnostic imaging. There is a strong case to say that the radiographers should have a seat at the table to talk about quality assurance and the development of their sector. Similarly, there should be representation from medical specialists from other disciplines such as gynaecology, obstetrics and vascular specialists. General practitioners and rural doctors also lack a voice and merit closer involvement. Unfortunately, the minister has refused to consider any review of the make-up of that group. Once again I would ask the minister to reconsider, as a 
 consultative committee can only be effective if all the voices can be heard at the table.
Secondly, I proposed that a working party be established to re-examine the definition of professional supervision and the extent of compliance with the new rules in the industry. Everyone in the industry knows that the rules are ambiguous and impractical and are not being applied. I proposed that this working party should examine the degree of professional supervision that is realistically required, what accreditation standards should apply to the radiographers who do most of the actual image taking, and how supervision of remote and stand-alone sites should occur when a radiologist is not on the premises. It should also examine the exemption in rural areas, how supervision of rural radiographers can be provided so that the quality of work is of the same level as that in the city, and who is entitled to claim for work carried out by unsupervised radiographers. Unfortunately, in response I have only had a vague undertaking that arrangements to monitor the introduction of professional supervision arrangements are being put in place. I hope that that will extend to answering the questions that I have outlined.
Thirdly, I proposed a working party to give further consideration of the accreditation that medical and non-medical staff need to operate ultrasound equipment and the circumstances in which a claim may be made on Medicare for sonagraphy. On this point the minister has responded that a working party would be established by the Consultative Committee on Diagnostic Imaging and that a representative of the professional sonagraphers would be invited to attend. I hope that this offer will extend to full membership of that committee for the sonagraphers so that the scope of discussion deals with the dispute over the professional supervision rules.
The department has provided initial funding for the development of accreditation standards for sonagraphers, but it has not yet committed itself to making accreditation compulsory or to embracing the accreditation of premises and equipment. There has also been no response from the minister on how the blow-out in ultrasound costs can be controlled 
 through the mechanisms available to deter inappropriate use. Instead of the government embracing new technology and new ways of delivering quality services more efficiently, all we have seen is a propping up of the existing structures. As a result of the bill before us, we have had the minister and the  government turning their backs on the needs of those living in rural and regional areas. Instead of being offered better services, they have been told to be grateful for the continuation of the current arrangements.
The opposition is of the view that this bill has to pass to avoid creating an even worse mass. But the minister is now on notice. He needs to act quickly and change direction to make sure that new solutions to improve the quality of care in rural areas are implemented. We have to have a properly regulated, open and accountable radiology sector, delivering services of demonstrable quality through accredited operators under proper professional supervision. There should not be a two-class system, with rural areas forced to accept standards that are rejected as unacceptable within urban areas.",REPS,<title>HEALTH INSURANCE AMENDMENT (DIAGNOSTIC IMAGING SERVICES) BILL 1999</title>,<title>Second Reading</title>,Bills,9,1,speech
"Bailey, Fran, MP",LP,1999-10-14,"—Before I begin my remarks, I would like to take up a couple of points made by the member for Jagajaga. She actually in just the past few minutes accused the government of turning its back on rural and regional communities in regard to the health sector. I remind the member for Jagajaga that this year the government has already spent $193 million—and next year is looking at spending $200 million—specifically on rural health. Many of the programs—for example, encouraging young people from rural areas into universities to do medical degrees and to go back into their own communities to deliver health services—have never been attempted before. We have to give credit where it is due and acknowledge right up front the tremendous effort and the shift in emphasis that has been made specifically on rural health issues.
The purpose of the  Health Insurance Amendment (Diagnostic Imaging Services) Bill 1999  before us this morning is to ensure that for general practitioners to be eligible for Medicare rebates for diagnostic imaging 
 services which they provide, under either the remote area or the pre-existing diagnostic imaging practices exemptions of the act, they have to be enrolled and participating in an approved continuing medical education and quality assurance program.
The benefits of this legislation are going to be welcomed throughout all of rural and regional Australia, but this morning I want to speak specifically about this legislation on behalf of the very large regional electorate—almost 15,000 square kilometres—that I represent. I note that the member for Jagajaga made reference in her speech to one particular diagnostic imaging practice, obviously in one of the capital cities because she referred to it as having 28 sites. My electorate is made up in the regional areas of very small towns. There are no radiological practices anywhere in the regional parts of my electorate. So it is absolutely vital for the general practitioners in the small towns of Mansfield, Warburton, Alexandra, Yea and Nagambie—to mention just a few—to be able to take an X-ray, to be able to use the modern science of diagnostic imaging at their disposal, to be able to diagnose what is wrong with their patients on site.
Before I spoke on this legislation, my office contacted most of the doctors practising in the rural and regional parts of my electorate. There was not one who disagreed with this legislation. In fact, they all welcomed it. They gave numerous examples of what would happen if they were not able to take those X-rays within their own practices. Let me give you an example from Mansfield, one of the small towns up in the north-east of Victoria in my electorate. Let us say that someone falls off a horse and they have a suspected broken collarbone. If they were not able to have an X-ray taken in Mansfield itself they would be looking at a roughly 2½ hour round trip to the nearest hospital, in Wangaratta, in order to get that X-ray taken, to make a diagnosis and to start the treatment required. That is just one of the literally hundreds of examples that the doctors in my electorate gave me.
It is also tremendously important—in fact, vital—that the patients who are able to access that service get the Medicare rebate. One of 
 my doctors up in Warburton said to me that she has actually come across cases where people have initially refused to have the treatment because the Medicare rebate was not available to them. Once the importance of the test was pointed out to these people, they then had to find the money from somewhere. It is tremendously important for people in our regional and rural areas to have access to that Medicare rebate.
It is also important—as I acknowledge the previous speaker said—that people living in our regional areas should have access to the very best medical attention available. That means that the GPs who are going to be giving these tests and making use of diagnostic imaging must be up to date and accredited in their training. There is a problem with this: we all know that it is difficult enough now to get doctors out into rural areas.
All of the doctors that we spoke to are very keen—eager, in fact—to take part in updating their own credentials and making sure that they are up to date with the latest in technology: how to use it and how to interpret and analyse the images they receive. But, if they take a day or two off from their practices to go down to whatever capital city is closest to them in order to bring their skills up to the very latest and best level, there is no-one minding their practices. I want to put on record in this House that this would be an absolutely marvellous opportunity for young doctors working in some of our large metropolitan teaching hospitals to be able to get some experience of working in a rural community by making themselves available for those practices.
When I was speaking to Dr Graham Slaney, who is from one of the Mansfield practices and is in fact the president-elect of the Rural Doctors Association, he pointed out to me that the Rural Doctors Association is very keen to have input into the sort of training and accreditation that is going to be developed for rural doctors. This might be one idea that the Rural Doctors Association might be able to pick up—that is, my suggestion that young doctors in large metropolitan teaching hospitals could become part of the program. 
 I would like to see some response on that issue.
The other benefits of this particular legislation are exactly what the previous speaker was talking about: making sure that people living in regional and rural communities have access to health services because, let me say, the greatest problem that those communities in my electorate have experienced were during the previous term of 13 years of Labor government. I would like to ask those opposition members present what they did to improve access to health services for people living in rural communities. Their record is not a pretty one. It stands in stark contrast to what this government is doing for people living in rural communities.
Because of the neglect that went on for those 13 years of Labor government, the challenge in front of us is enormous, but we are actually meeting that challenge and getting on with it. This legislation is just a small part of what this government is doing to meet that challenge. With those words, I thoroughly support this legislation and encourage all those opposite to support it likewise.",REPS,<title>HEALTH INSURANCE AMENDMENT (DIAGNOSTIC IMAGING SERVICES) BILL 1999</title>,<title>Second Reading</title>,Bills,9,1,speech
"Griffin, Alan, MP",ALP,1999-10-14,"—The debate on the Health Insurance Amendment (Diagnostic Imaging Services) Bill 1999  is very timely, as it follows very closely on the commencement of a very public discussion in Queensland about the use of ultrasound and illustrates many of the concerns raised by my colleague the shadow minister for health about the deficiencies of this bill. An article in the Courier-Mail  on Saturday quotes Dr James King, a leading obstetrician and director of the Mater Hospital's Perinatal Epidemiology Unit.
Dr King's concerns relate to two specific areas: the explosion in the availability of ultrasound services and the lack of any educational or accreditation standards for those who are carrying out these services. According to Dr King:
Life threatening foetal deformities are not being identified because there are too many ultrasounds in use and not enough people who could diagnose the results. 

The sorts of things that are being missed, he says, are major malformations, such as anencephaly, where the foetus grows without a brain. In fact, a report by the Queensland Council on Obstetric and Paediatric Morbidity and Mortality has revealed that congenital abnormalities are the leading cause of perinatal death in the state. Of 553 child deaths, 19 per cent were due to birth defects, many of which could arguably have been picked up by the correct reading and timing of an ultrasound.
These kinds of issues are hardly surprising when you consider the fact that any doctor who can afford the technology and stays 30 kilometres away from the nearest radiology clinic can set up shop. With ultrasound costs growing at 14 per cent per year, and with $39 million spent on ultrasound in Queensland alone in 1997-98, this could be a nice little earner. As Dr King says:
There is no doubt that the quality of diagnosis by ultrasound has not been maintained at the rate of dissemination of the technology. It's an explosion fuelled by fee for service remuneration.
There is a huge industry out there. More money is paid out for ultrasound than there is for all obstetric care now.
And this is at the cost of both the unborn and the mothers who, having walked away from a scan thinking that everything was fine, discover at the time of birth that their child is deformed.
On the other hand, there is also the issue of using ultrasounds for personal rather than clinical reasons. Currently, there is no restriction on how many ultrasounds a woman can have during her pregnancy, as long as she has a referral from her doctor. While the major aim of an ultrasound is to detect health problems in the foetus, it is commonly being used to discover the sex of a baby—which is appropriate if this information is used for the purpose of avoiding sex linked genetic disorders but not if it is about choosing the colour for a nursery.
In addition, Dr King questioned the timing of first scans for women, calling for resistance to women who requested very early ultrasounds as a means of confirming their pregnancy. The current bill does nothing to 
 address this issue of appropriate versus inappropriate use of Medicare funds. Even more outrageous is a statement in the Courier-Mail article from the Queensland Health director-general who said that radiologists, obstetricians, gynaecologists and GPs all used ultrasound scans but, because no radiation was involved, machines were not licensed and he did not know how many were operating.
Basically. the whole area is a mess, and the fact that the minister has done nothing in the last four years to sort it out is disgraceful. Yes, the bill requires exempt general practitioners who wish to continue to conduct ultrasounds and claim on Medicare to enrol in an accreditation course, but such a course does not as yet exist. Why? It is because of squabbles between the professional groups charged with the responsibility for developing these standards. If these groups cannot sort this out, then it is up to the minister and his department to do it.
The other area I would like to touch on is services to rural areas. As my colleague the shadow minister for health pointed out in detail, the bill does not adequately address the needs of rural communities. This group continues to be serviced by generalists, not specialists. And as we have already seen by the issues raised in Queensland, this can have appalling consequences. Providing accreditation and standards for these practitioners should be the very least that is expected of the government and should be seen as an interim measure only—as we had intended when rural exemptions were introduced. The real issue is how we provide the same access to quality specialist care to rural and remote communities.
Over the last year, Telstra has been running a TV advertisement showing a woman having an ultrasound in a rural setting, with a radiologist receiving the images in real time on the other side of the country. We have the technology: why do we not use it? Until this is introduced, however, ensuring high quality standards amongst general practitioners is imperative.
This issue highlights another anomaly in the current bill in relation to quality care. The introduction of professional supervision rules 
 requires that radiographers must be supervised by radiologists. The actual form this supervision takes has not been clarified, as my colleague has already pointed out. In rural areas, however, if a general practitioner can send a patient to an equipped local hospital with a resident radiographer, this radiographer is exempt from the professional supervision rules. In practice, professional supervision rules do not seem to be applied with any great rigour so, in that sense, rural patients may well be receiving the same standard of care as their urban counterparts. However, the point is that the government believes that this supervision is essential to ensuring high standards of care. Why then are those standards not applicable in rural areas? No radiologists available in rural areas? Well, as I have already pointed out, Telstra has an answer for that, and it is worth considering it very seriously.
So what do we have? We have ultrasound costs increasing at 14 per cent per year. When the PBS was doing that three years ago, the minister and his department spent a lot of time and energy finding ways to cap the increase. Perhaps he has run out of energy to address the ultrasound issue, or perhaps he is protecting the income of certain professional groups. We also have two very different standards of care for rural and urban communities. Embracing new technology may be the best way of addressing this. If ultrasound costs can be brought under control, the money saved could be used to find this new technology. Not only do professional jealousies and turf protection prevent the development of quality standards and accreditation; as has already been pointed out by the shadow minister, they also do not allow for all stakeholders to be involved in the process.
We have the introduction of mandatory accreditation and training for medical practitioners. Under the current exemptions they are able to provide diagnostic services and claim Medicare but are unable to enrol in the required courses because they do not as yet exist. Why do they not exist? Well, that goes back to the professional jealousies, which I have already covered. We also have professional supervision rules that, from a logistical 
 point of view, are essentially impossible to implement and also do not apply to rural practitioners.
I would finally like to support my colleague's sentiments in relation to the bill. In the absence of anything better, and to at least try to address some of the anomalies in the area of radiology, we are going to have to live with this for now and let it pass. However, it is my sincere hope that people like Dr King continue to speak out when the quality of patient care is being compromised and when the Medicare system is being abused. Perhaps the public airing of these views will act as some sort of reminder to the minister that he and his department must regain control of this situation from professionals with a vested interest in maintaining the status quo and put in place firm regulations and guidelines that ensure effective, efficient and quality care for the Australian public. I wish the bill a speedy passage, with the riders I have mentioned, and hope it will go some way towards improvements in the area of ultrasound for the community.",REPS,<title>HEALTH INSURANCE AMENDMENT (DIAGNOSTIC IMAGING SERVICES) BILL 1999</title>,<title>Second Reading</title>,Bills,9,1,speech
