name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id,type
"PRESIDENT, The",,2015-08-10,"



The PRESIDENT
 (10:01):  I inform the Senate that I have received a letter from Senator Milne resigning her place as a senator for the state of Tasmania. Pursuant to the provisions of section 21 of the Constitution, I have notified the Governor of Tasmania of the vacancy in the representation of that state caused by her resignation. I table the letter and a copy of my letter to the Governor of Tasmania.

",Senate,<title>PARLIAMENTARY REPRESENTATION</title>,<title>Tasmania</title>,PARLIAMENTARY REPRESENTATION,0,1,speech
"PRESIDENT, The",,2015-08-10,"



The PRESIDENT
 (10:01):  It is with deep regret that I inform the Senate of the death on 21 July this year of Donald James Randall, a member of the House of Representatives for the division of Swan, Western Australia, from 1996 to 1998 and member for the division of Canning, Western Australia, since 2001. Also with deep regret I inform the Senate of the death on 14 July 2015 of Albert John Schultz, a member of the House of Representatives for the division of Hume, New South Wales, from 1998 until 2013. I ask honourable senators to stand with me in silence as a tribute to the memory of these two former members.



Honourable senators having stood in their places—




The PRESIDENT:  Thank you, senators.

",Senate,<title>CONDOLENCES</title>,"<title>Randall, Mr Donald James, Schultz, Mr Albert (Alby) John</title>",CONDOLENCES,1,1,speech
"Moore, Sen Claire",ALP,2015-08-10,"



Senator MOORE
 (Queensland) (10:03):  Labor does not support the Social Services Legislation Amendment Bill 2015 in its current form. As all senators would be aware, this bill was referred to the Senate Community Affairs Committee for consideration. There was a hearing, and most of the arguments were worked through at that hearing, which is indeed the strength of the committee process. We received submissions from state and territory governments, statutory and advisory bodies, peak and representative groups, service providers, clinicians and patients. The one thing that all these groups had in common was that they opposed this piece of legislation. The only group that put forward any arguments in favour of the legislation was the department, and I imagine that will be something the government is very pleased about.


In regard to the issues, we believe there are real concerns, in the way this legislation was brought forward, about the definition in the legislation of 'serious offence'; about the financial impact of the bill and, also, the number of people it will impact on; about the impact on delivery of clinical services and on reintegration of people who have been already defined as some of the most vulnerable in our community; and about the definition of the period of reintegration.


One of the most important elements was for us, as senators, to understand through this process is exactly who the people are who would be impacted on by this bill. A number of pieces of evidence to the committee talked about the kinds of people who would face changes from this legislation. I think the New South Wales Mental Health Review Tribunal pointed out in a very strong way who these people are:


Forensic patients are amongst the most challenged and vulnerable persons in our society. They are not criminals and should not in any way be regarded or treated as such. They have never been the subject of a formal criminal conviction. This is because the law has for centuries accorded them a very different status.


Those found unfit for trial have been so found because, due to their particular condition (usually a mental illness or an intellectual disability) it is not possible for them to receive a fair trial [through the justice system]. Some persons who have been found unfit for trial may, in truth, be innocent, but are incapable of presenting to the court why this may be so.


These are the people about whom we are talking.


The government states that the bill 'represents a return to the original policy intention for people in these circumstances'. However, a number of submitters actually refuted this particular premise. The Victorian Institute of Forensic Mental Science stated that:


… forensic patients have remained eligible for social security payments throughout the various legislative changes, with the exception of a fifteen month period in 1985/6. However, the 1986 amendments applied retrospectively, so in effect forensic patients had full entitlement to social security payments up until 1985 after which time the payment of social security was limited to forensic patients who were undertaking a course of rehabilitation.


In its submission the Queensland government also rebutted the assertion that the measure in the bill represented a return to the original policy. They said, and this was actually talked about in Queensland at the time:


… Queensland’s experience is that for at least the last 12 years, and (anecdotally) since the Blunn v Bulsey decision in 1994, forensic patients have received benefits while they are detained in psychiatric institutions under mental health legislation. It has not been Queensland’s experience that payments have routinely or regularly been ceased for patients upon the making of a forensic order or when an involuntary patient is charged with an offence.


Also, one of the things that is specifically pointed out in this legislation is a definition of what is a 'serious offence' as opposed to what is not. A number of submissions received by the committee raised concerns about the distinction between serious and non-serious offences, which is a question the department was not able to answer to our satisfaction. The concerns related to both the appropriateness of making the distinction between the legal status of all forensic patients and the appropriateness of the range of offences that could be captured by definition, as proposed in the bill.


The National Mental Health Commission actually put forward the case that no clear rationale is given for why a person charged with certain offences, but not convicted for them, should be taken to be in psychiatric confinement rather than undertaking a course of rehabilitation, while others charged with offences that do not classify as serious are still taken to be undertaking a course of rehabilitation. The point being made is that for people who have been defined as having a serious offence, as pointed out in this bill, would not be able to receive payment while taking up rehabilitation, whilst people who are defined as having been committed because of a non-serious offence will. So the issue is not whether or not it is serious. It is about the rehabilitation process.


We believe the issue should be that people who have been determined not to be fit for trial should be treated the same way. A core aspect of our argument is that, should they be undertaking a rehabilitation process, which is essential to their wellbeing, and in fact making them able to reintegrate into society, they should be treated in the most sensitive and forensically proven way, based on evidence. We believe that by withdrawing social security payments this actually creates an added barrier, an added restriction, to that which they are already facing.


Some submitters were also concerned that the definition was too broad, including acts that posed risk of injury or property offences that endangered a person. In very telling evidence by Mrs Alison Xamon, President of the Western Australian Association for Mental Health, she highlighted this really important concern by saying:


… damage to property and the sort of scenario where people lash out in periods of great distress under psychosis unfortunately do occur, and yet there is no intent behind it. These are not people who are intrinsically dangerous in the sense that they are morally culpable; these are people who are in the grip of being seriously unwell. That is the sort of scenario that is very likely to occur, and I think that there are going to be a number of people who will be captured as a result.


The definition of serious is based on potential to do harm and potential of illness. A core element of the reason why we are not supporting this process is the strong accent on there being no real intent behind it. They could not be morally culpable; they were acting under psychosis.


We heard a range of evidence about the kinds of people who could be caught up in this. I take the point that was raised in some evidence that as we discover new types of conditions that are diagnosed—and I point out most particularly the issue of foetal alcohol spectrum disorder, FASD, where we know that there are strong limitations on people being able to make clear definitions of right and wrong and an inability to filter action—it would be a tragedy if people who have such a diagnosis, who are being in a way treated and working through a process, were suddenly deprived of social security payments which could help their rehabilitation and reintegration into the community, which is the ultimate point. The ultimate point is that people are able to have effective treatment and effective protection and to work through the issues with the kinds of medical and psychiatric support they need, with the intent of becoming well and able to come back into society. This legislation, by removing social security entitlement, automatically places them in the same grouping as people who have a legal conviction and, again, also puts up another range of barriers that could prevent these people from having the support they need.


I was deeply impressed not just in the inquiry—because I have been fortunate enough to work with people over a number of years who are significantly effective advocates and professional supporters of people who have psychiatric illness and who are in some cases detained for long periods of time simply because society and our system just does not have an effective place for them to have the support they need. Through this inquiry and also through their general advocacy, these groups have worked extremely hard to bring forward the voices of people whose voices are not often heard. This legislation attacks the group who are and have been diagnosed as ill. That is the purpose for which their offences have been defined; they have not been judged through the justice system, because they have been found incapable of having that process relate to their circumstances.


In relation to the general process there was a lot of information brought forward by states and territories about the lack of effective consultation in the development of this legislation. As I have said, we had evidence from the Western Australian and Queensland governments in particular about the financial impact of such a change. Currently the process is that social security payments are made to people who are in psychiatric facilities and are receiving treatment as they work through rehabilitation and preparation for reintegration. The people from the state governments have said that this is a cost-shifting exercise.


The financial impost, which is now shared with the federal government, will be slated home exclusively to the state government. That is something that needed more effective consultation leading to a decision so that, most importantly, the people who would be impacted by the legislation would be protected as strongly as they could be and they would not suddenly be in the financial situation where their support was going to be in question in any way, which would affect their access to available services. The evidence was that this degree of effective consultation did not occur prior to the legislation being put forward and there had not been an assessment of the impact, including the financial impact on budgets, both at the state and the federal level.


That is important. We are reliant, in so many of our services delivery mechanisms, on effective consultation and negotiation throughout the COAG process. If we are going to make changes to legislation at the federal level which will have significant impact on state budgets, that should be openly discussed and negotiated before decisions are made. We rely on effective communication and negotiation in our Constitution across our Federation. We expect cooperation—which we must have—through a whole range of service delivery. Bringing forward one element of legislation in this way which did not have that consultation makes it harder to have the kinds of negotiations that we must have to ensure that people do receive the services they need. We consistently mention in this place the importance of an effective COAG process.


Most of the inquiries that we handle in the Community Affairs process involve shared responsibilities between states, territories and the federal government. That relies on an element of trust and open consultation. This bill has not met that test. In fact, it has put that form of consultation in the sensitive area of psychiatric services, and that is not a good precedent for the ongoing discussion that has to happen after this. No matter what happens with this bill, the discussions about how people are treated, the effect of processes and reintegration in community will continue. There will be costs involved with all of those processes and they will need to be effectively negotiated between the Commonwealth, states and territories. That means that that model must be strongly in place. We cannot always guarantee agreement—we know that—but we should be able to guarantee respect and open discussion about exactly what the cost are, what the background is and who is responsible.


In this particular piece of legislation, a significant element is left to a legislative instrument. Again, we did not have that legislative instrument in front of our committee when we were considering the impact of the process. The legislation works with the instrument to come up with the full package. We say it consistently: when we are looking at changes in legislation, it is important that we see the full range of legislation and regulation that will impact on the people who are reliant on the process.


Participants in the inquiry raised concerns about the definition of the period of reintegration. The bill allows for payment of social security payments while active integration back into the community is taking place. That is good, but we do not know what that defined time is. We do not know how it is going to work. We also do not know who is going to be responsible for making the communication work when someone is moving into that period. We were told by the department that this detail would be included in the legislative instrument, and that was also advised in the explanatory memorandum. The department told us that the definition in the explanatory memorandum was not settled and that further consultation would be undertaken. Not only do we question the term 'further', in terms of what I said earlier about the consultation that had gone on beforehand, but it means that we are looking at something that will come into place immediately should this parliament agree to it.


The original date was going to be July 2015, but that will be amended, of course. You will introduce a significant change to the way people who have currently been determined unfit for trial will receive payment, because this particular bill takes away their access to social security. It also says in the bill that, should these people be involved in a formal reintegration process, they will have access to social security payments, but we do not know how that is going to happen. We do not know who is going to be the advocate for that or the delegate for that.


Again, this was something that could well have been part of the information that was put before the Senate before we were in the place of having to make a decision. We believe that is not good enough, particularly in this case, when we are talking about removing an entitlement and then giving it back. This should have been able to be agreed before it came into this place for decision. It is an issue about not having regulations that augment legislation available at the time of decision. We believe that it is important that the consultations around what does define the period of reintegration must continue—of course they must. We also believe that this bill should have further consultation against the other elements that are in the process, not just the process of integration.


We oppose the bill because we think that it is not clear. We oppose the bill because we think that the impact on the people who are going to be subject to the loss of payment will be traumatic at a time when trauma is something that they do not need amidst the other processes that they are going through. We oppose the bill because there has not being effective consultation between the people who are going to be relied on to make payment. They will not know exactly what is going on and what kind of money is involved.


This bill will have an impact on a relatively small number of people. The financial savings are not great, and it is hard to see that there is any justification for this change except for a savings measure under this portfolio. We believe, as Labor senators, that the quantum of the saving is far outweighed by the impact on people who are already intensely vulnerable. As put forward by the people who gave evidence to our committee, it could also have a negative impact on their clinical treatment and put them in even more danger of not being able to regain their health and place in society.


There was a number of objections put forward by the people who came before our committee. Those objections seemed to be known to the department when they gave their evidence, but their responses did not meet our need to know why it was so important to make such a significant change to a process that had been working since the mid-eighties. We oppose the bill and we seek the support of the Senate to do so as well.

",Senate,<title>BILLS</title>,<title>Social Services Legislation Amendment Bill 2015</title>,BILLS,4,1,speech
"Siewert, Sen Rachel",AG,2015-08-10,"



Senator SIEWERT
 (Western Australia—Australian Greens Whip) (10:22):  I rise to speak on the Social Services Legislation Amendment Bill 2015 and in doing so express the Greens' strong opposition to this bill. It seeks to punish those whom a court has already found not guilty on the grounds of mental illness, and in doing so it flies in the face of hundreds of years of jurisprudence. This is mean and it is cruel—for saving, in budget terms, a measly amount of money. It seems to me more that the government seeks to punish and demonise people who have a mental illness who are in psychiatric confinement. That is the only reason I can think of for them pursuing this bill, given the overwhelming evidence-based opposition—I will say that again: evidence-based opposition—from everybody who made a submission, other than, as Senator Moore pointed out, the department. It makes a completely arbitrary distinction about those who can access federal income support and equates psychiatric care with prison. This is a dangerous road we are going down—effectively criminalising people with mental illness and setting aside decades of mental health reform.


We are now fortunate in this country, where we recognise that mental illness is a very significant issue. We have ads on television and we have community awareness raising programs. And here we go with this bill, saying 'It is okay to punish people who are in psychiatric care.' In doing so, it fails to recognise the important role that access to income support payments plays in ensuring that people can transition from care to community. In attacking this group of people by means of this poor budgetary measure, the government will worsen the mental health outcomes of people who are caught up by this measure, rather than providing necessary support. Expert evidence—I say again, 'evidence'—to the Senate inquiry outlined that an income is vital in enabling people to access the basic necessities of life and to engage in rehabilitation, recovery and return to community living. We know that access to accommodation is essential. It is also profoundly important for a person's sense of dignity, autonomy, sense of control and decision making. Again, there is plenty of evidence that shows that is an essential part of people getting well and being empowered.


This will achieve relatively small savings for the government but will have a significant impact on the lives of those who are affected by it. As was pointed out in the committee inquiry, it is critical to understand that: 


Those found not guilty on the grounds of mental illness have, since medieval times in English law (whose traditions Australia has long followed on this point) been regarded as 'not morally blameworthy' because of the illness from which they suffer, and no conviction is entered against them. They are detained for the purpose of therapy and treatment, not because they are guilty, but because they are unwell and need to be detained until they can be safely managed in the community.


Often the indefinite incarceration of an individual who has been charged with a crime but considered incapable of facing a court comes after a difficult life journey to that point, marked by a lack of personal support and poverty. For many individuals, for many years, there was simply no next step, no way forward after being placed in a secure mental institution. This, in and of itself, represented a serious failure of our justice system where individuals who had no mental capacity to understand the seriousness of their behaviour were simply locked up.


A number of advocates have done incredible work to reverse this situation, by bringing it to the attention of state and federal parliaments and building a coalition that fights for the rights of those who are indefinitely detained without a conviction. They have spent years fighting for these people. This is a step backwards. The Australian Greens acknowledge the tireless work of these under-resourced advocates and thank them for providing detailed submissions to the committee inquiry into this bill. Their work has resulted in the creation of many more options being available for those charged, but never convicted, of a crime due to cognitive impairment. This has in turn created a range of new challenges for state and federal governments in funding appropriate rehabilitation services. It seems that state governments are slowly rising to the challenge. Take, for example the Western Australian government's creation of disability justice centres. Disappointingly, the federal government's response appears to be to try and devolve all its caring responsibility to the states by denying its obligations under the Social Security Act.


The evidence provided to the Senate committee inquiry has thoroughly demonstrated that through this bill the federal government is abandoning its responsibilities to a relatively small group of people who are already marginalised and clearly in need of government and community assistance. It is also worth noting that this legislation will have a disproportionate impact on Aboriginal and Torres Strait Islander peoples. The Aboriginal


Disability Justice Campaign estimates that a third of those detained under the various state mental health laws are Aboriginal and Torres Strait Islander people. This legislation will affect those most vulnerable and disadvantaged and it is likely that those most disadvantaged have not had access to mental health services. For these individuals, and many others in psychiatric facilities who have been charged with a serious crime but who have not been convicted on mental illness grounds, the relatively small Centrelink payment is a critical form of financial support.


It is a federal responsibility to provide basic living costs to those not convicted of a crime. This bill represents an attempt by the government to equate psychiatric treatment with prison, and to transfer the responsibility for providing accommodation and basic living costs to state governments. But in order to be convicted and confined in a prison at the expense of the state government, an individual needs to be legally responsible. This is clearly not the case here. The government is trying to imply that people who are in psychiatric care are the same as those in prison. It is simply not the case. The New South Wales Mental Health Review Tribunal set this out very clearly during the inquiry by saying:


Forensic patients are amongst the most challenged and vulnerable persons in our society. They are not criminals and should not in any way be regarded or treated as such. They have never been the subject of a formal criminal conviction. This is because the law has for centuries accorded them a very different status.


Those found unfit for trial have been so found because, due to their particular condition (usually a mental illness or an intellectual disability) it is not possible for them to receive a fair trial. Some persons who have been found unfit for trial may, in truth, be innocent, but are incapable of presenting to the court why this may be so.


Given that psychiatric care is clearly not akin to prison and that there is a clear distinction between being convicted and being detained for therapy, the Australian Greens do not believe that there is any evidence whatsoever as to a legal basis for the withdrawal of federal assistance to individuals detained in psychiatric care. It is also completely inappropriate to justify this bill as a punitive measure intended to punish the individual by withdrawing their rights because they have been charged with a 'serious enough' crime. This takes on a new level of significance when we consider cases such as that of Mr Noble in Western Australia, who was recently released from 10 years in involuntary psychiatric care after it was established there was no evidence of his having committed the serious offence of which he was accused.


The bill requires staff both in the care facility and at Centrelink to be able to make a judgement as to whether the conditions of someone's involuntary detainment in a care facility are enough like a criminal conviction to justify the withdrawal of federal support. It is inevitable that a number of people will be assessed incorrectly given the jurisdictional inconsistencies in defining a serious crime across the country. This assessment cannot be considered in any way equivalent to a ruling of a court with its built-in safeguards, burdens of proof and clear rights of appeal.


The evidence supplied to the committee suggests that the department is aware of these natural justice failures. The department officials told the Senate inquiry that they did not mean for the measure to be punitive, but in practice it clearly will be and, intended or not, the unfair, punitive nature of this bill is a key reason why it should not be supported by the Senate.


The Senate inquiry also thoroughly demonstrated that Centrelink payments are a key part of the exit pathway for an individual who has been in a psychiatric institution. The WA Association for Mental Health told the inquiry that transition will generally begin with one or two nights a fortnight in a non-institutional setting and gradually build up to a point where the individual is spending the majority of their time in the community. These transitions can be incredibly slow. For example, it is often the case in WA that an individual can spend years on a leave of absence order for fewer than six nights. Yet under this bill the individual can have access to Centrelink payments only after spending six nights of the fortnight in the community. There is no reason, other than administrative complexity, why payments cannot be pro rata based on the time spent in the community. It is clear that the government prefers an arrangement that is administratively straight forward rather than one that is fair and rather than looking at supporting and caring for an individual.


Being able to pay for accommodation and other basic needs is a critical component of transitioning out of care. Many individuals on a leave of absence order have no personal support people able to fund or contribute to the purchase of daily necessities and have extensive barriers to employment. The bill's explanatory memorandum notes that these needs can be funded by state government agencies. However, we do not consider this appropriate as no state government agency had previously considered this its role nor is it a mandated requirement if a person's access to social security is removed by this bill.


For some individuals detained in my home state of WA without access to income support we understand that in recent years the Disability Services Commission has attempted to break the deadlock by funding the purchase of daily necessities on their release until that person is able to access income support. However, this was not the case in the past and is not guaranteed for the future. It is not a mandated requirement. It is not a legislative requirement. The federal government cannot rely on that to justify this bill. This highlights the paradox of this situation where neither state nor federal governments will accept a legal responsibility to support individuals in transitioning from a psychiatric institution. The Australian Greens believe it would be far better for payments to continue and for a different way of sharing the costs of basic living between state and federal governments to be established.


For all the reasons outlined above, this bill should not be passed by the Senate. This is not in the spirit of the Social Security Act of this country. Nor does it reflect Australia's commitment to those living with disability as a signatory to the UN Convention on the Rights of Persons with Disabilities. Having a basic living allowance—that is, a social security payment—that is attached to an individual rather than a facility or service provider also ensures that the individual or their guardian is able to exercise choice and control, albeit within the confines of limited options. They need this sense of control and they need to be able to decide where and how they receive their rehabilitation or care. As I said earlier, it is an essential part of their rehabilitation. This means that their slow reintegration into the community is not reliant on first jumping through hoops to secure funding. A broader range of options become available if basic living costs are automatically covered by social security arrangements.


The parliament recently reaffirmed its commitment to these principles of individual control, including for those experiencing cognitive impairment or mental health problems, by creating a transformative National Disability Insurance Scheme. The very essence of that scheme is about choice and control for people with disabilities. This bill is going in the opposite direction. It takes away any ability to exercise choice and control by punishing the people caught up under this bill. This bill completely fails those with mental illness and cognitive impairment.


The Australian Greens recognise that those affected by this bill have a very difficult treatment and rehabilitation journey ahead of them. It is the community's responsibility to care for them and not to abandon them. This bill fails completely in this regard. It seeks to punish people who have not been convicted of a crime and contravenes hundreds of years of jurisprudence. It does not reflect the intention of either the Social Security Act or the UN declaration on the rights of people with disabilities and will result in significant additional barriers to reintegrating those who have been in care back into the community. It is also likely to result in further financial strain on state mental health budgets and will limit the resources available to provide appropriate care to those who are most in need.


This is an insidious and harsh measure that will save a relatively small amount of money but will have a dramatic impact on the lives of people with disability and mental illness. It clearly undermines recovery orientated mental health policy. I can only think that the government seeks to demonise people who are caught up under this measure. The government should abandon this counterproductive measure and look towards the viable budget savings in many areas that I and my colleagues have outlined in this place on many occasions.


It is a cruel, harsh measure. It will be a bad reflection on decision makers if this bill passes, because, as the evidence highlights, it will have negative impacts on those most affected. It overturns centuries of jurisprudence. The key tenet of our justice system is that somebody can understand the charges being brought against them. These people have not been charged with a crime. It should not be up to care facilities and others to determine what a serious crime is. We should be helping people to recover and to reintegrate into our community, not punishing them. We will be opposing this measure and urge the Senate to vote against and oppose this measure so we can focus on helping those with mental illness, those who are in psychiatric care, so that we are able to offer the best supports for people to reintegrate into our community, to exercise choice and control and to find accommodation. Not having resources, not being confident that you have got resources, as you leave psychiatric care means that you will not be able to find secure accommodation, once again undermining your ability to leave and slowly reintegrate into the community. The evidence to the committee on this measure was overwhelming: it is bad legislation and should be rejected.

",Senate,<title>BILLS</title>,<title>Social Services Legislation Amendment Bill 2015</title>,BILLS,4,1,speech
"Williams, Sen John",Nats,2015-08-10,"



Senator WILLIAMS
 (New South Wales) (10:40):  I rise to speak in support of the Social Services Legislation Amendment Bill 2015. Senator Siewert was just saying that these people were not charged with a serious crime. I do not know whether that is the situation but, on the issues of psychiatric confinement raised in the Senate inquiry, the department said:


The proposed amendment to the social security law will only capture those persons who have been charged with a serious offence.


So, yes, they will have been charged with a serious offence, in contrast to what Senator Siewert just said. The amendments define a 'serious offence' as a murder or attempted murder—




Senator Siewert:
  Well, they won't have been found guilty.




Senator WILLIAMS:
  This is what we are talking about, Senator Siewert. We are talking about people being charged and found not guilty because of their mental state. This is what we are talking about. The amendments define a serious offence as murder or attempted murder, manslaughter, rape or attempted rape, and other violent offences that are punishable by imprisonment for life or for a maximum period of at least seven years. The department said:


It is estimated that this measure will affect approximately 350 people on implementation and 50 people each year afterwards.


So I agree with Senator Siewert that it does not affect a lot of people: about 350 people now and about 50 people each year afterwards.


On the human rights issue, the department says:


The Bill is compatible with human rights because people in psychiatric confinement receive 'benefits in kind' in lieu of a social security payment. Their basic needs are provided by the relevant State or Territory government through the hospital or psychiatric facility. The current arrangements for social security payments adequately provide for partners and children of people in psychiatric confinement.


This is very important in this whole debate. I do not think anyone in this chamber—and I do not think anyone in Australia—would think that someone whose mental state puts them in serious need of help has not got to have a room, to have a roof over their head, to have a bed, to be fed and to be clothed. Those things are essential for life, and they are provided by the states. The department says:


Article 28.1 of the Convention on the Rights of Persons with Disabilities provides for … the right of persons with disabilities to an 'adequate standard of living for themselves and their families, including adequate food, clothing and housing, and to the continuous improvement of living conditions'.


It also says:


Individuals affected (and their families) will have their rights to an adequate standard of living, and to adequate health … and rehabilitative care services fulfilled.


The department also said in its submission:


The Bill provides for circumstances in which a person is not taken to be undergoing psychiatric confinement (meaning that a social security payment will be payable) during a period that is ‘a period of integration back into the community for the person’. This will ensure that the person's right to an adequate standard of living are provided for the period that a person is re-establishing themselves in the community. What constitutes a period of integration will be defined in a legislative instrument. The instrument may provide, for example, that a period of integration is where the person is spending six nights or more in a fortnight outside of the psychiatric institution.


Let me just summarise this. This measure will cease social security payments to certain people who are in psychiatric confinement because they have been charged with a serious offence. Yes, they may not have been found guilty. The jury has said, 'Look, they're in a serious state of mental illness', and hence they have been exonerated as far as the guilt goes. But they were charged and found not guilty because of that mental state. Of course that would have been the reason. The amendments define a serious offence as murder, attempted murder, manslaughter, rape or other offences punishable by imprisonment for life or for a period of at least seven years. There are provisions for social security payments to be made if these people are undertaking a course of rehabilitation. That is most important. If they are looking to improve their mental state, to get back on the right track, there are provisions for social security payments to be made if those people are undertaking a course of rehabilitation.


The present arrangements under which most people confined in a psychiatric institution may be considered to be participating in a course of rehabilitation and therefore attract social security payments are based on a 2002 Federal Court decision. Prior to this case, many people in psychiatric confinement because of criminal charges could not receive social security payments. Prior to the Federal Court decision of 2002, many of these people could not receive social security payments. Then the Federal Court made a ruling. Guess what: we are simply wanting to bring it back to how it was before that Federal Court decision. The amendments contained in this bill represent a return to the original policy intent for people who have been charged with a serious offence, so that a person cannot access social security payments while in psychiatric confinement as a result of criminal charges.


People in jail and in psychiatric confinement are provided with accommodation, food and other essentials by the state or territory. After being charged with an offence a person becomes the responsibility of the state or territory government, which is then responsible for taking care of their needs, including funding their treatment and rehabilitation. Some state and territory governments are currently using people's income support to help fund their confinement. For example the Queensland government takes 67 to 80 per cent of a person's pension while they are in psychiatric confinement. You can understand why Queensland said what they did in this inquiry: Queensland is broke. The Queensland government probably has $84 billion of debt now, and it is going up. They have a population of more than 4½ million people. They are in huge debt. So they will get what they can out of this place just to try to keep their books a bit in order. We know which direction their books are heading in now. So it is no surprise that the Queensland government opposes this. They want to keep the money going into their coffers.


As the Senate Community Affairs Legislation Committee inquiry into the bill heard, most Victorian forensic confinement centres charge up to 85 per cent of a person's income support payment. This is common practice across the country. People who are confined in prison because they have been convicted of a criminal offence and are on remand are not eligible for social security payments. Under current social security law, those same provisions apply to people who are in psychiatric confinement because they have been charged with a criminal offence but are unfit to plead or have been found not guilty due to mental impairment. This is the point. No-one is saying, 'No, they didn't commit the offence' if some bloke who is mentally unstable rapes a young woman. He may be let off by the court in the sense of not being found guilty, but the offence was committed.


This change will only impact a small number of people charged with the most serious of offences, such as rape, murder and other violent crimes. The measure represents a return to the original policy intent for people in these circumstances—as I said, back to 2002 prior to the Federal Court ruling. This measure is not intended to punish people or negatively impact on their rehabilitation. The government understands that social security payments are vital to help people transition back into the community. That is why there are provisions in this bill that provide for circumstances in which a person is not taken to be undergoing psychiatric confinement, meaning that a social security payment will be payable during a person's period of integration back into the community. The measure applies while they are in the institution. When they are looking to rehabilitate, to get back on track, then the payments are available to them. Further demonstrating that this measure applies only to serious crimes, a social security payment will continue to be payable where a person is undergoing psychiatric confinement because they have been charged with a non-serious offence—I have already mentioned some of the serious offences—as long as they are undertaking a course of rehabilitation, or where a person is undergoing psychiatric confinement for reasons unrelated to the commission of an offence. This measure will only apply to people who have been charged with a serious offence that is punishable by imprisonment for life or for a maximum period of at least seven years and are held in psychiatric confinement due to their inability to plead or where they have been found not guilty by reason of mental health.


The reason, as I said, why some of the states oppose this amendment is that they want the money. I find it unacceptable if, for example, a young woman is walking home from work—she has done a full day's work—and some horrid person attacks and rapes her. He is in a bad state of mental health. Then he is sent off to a psychiatric institution to be confined there, yet the young woman who was the victim pays taxes to give him social security payments. I think that is unacceptable.


We are talking about 350 people here in the case of this amendment and about 50 a year from then on. Tragically, these things do happen in our lives. I wish we lived in a perfect world, but we do not. This is a situation where of course it is a saving to the federal budget. It is up to the states to look after these people when they are in these institutions, as they do. We spend enormous and growing amounts of money on social security each year. I am very concerned about where this budget is leading us at the federal level to get that under control in the years ahead, when we have to look after our pensioners, our sick and those who cannot get a job and are genuinely looking for work. If the budget is not in order then in 20, 30 or 40 years time these things will be removed from this country, and that would be a tragedy. It is up to us to get the budget in order now. This is a small budget saving, but I do not think it is unfair at all in the circumstances I have explained in this presentation to you, Mr Acting Deputy President. I think it is a fair situation of simply going back to 2002, before the Federal Court made its ruling, and I see nothing wrong with that, and the department supports it.

",Senate,<title>BILLS</title>,<title>Social Services Legislation Amendment Bill 2015</title>,BILLS,4,1,speech
