name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id,type
"Brown, Sen Bob",AG,2010-06-22,"—Pursuant to contingent notice of motion, I move:
That so much of the standing orders be suspended as would prevent the Preventing the Misuse of Government Advertising Bill 2010 having precedence over all government business until determined.
This legislation is to bring into place a process adopted and given lip service by senior members of both the government and the opposition in recent years, about the potential for governments to misuse public funds—in particular, on the way to elections—the most controversial case in recent times being the current $38 million allocated by the government to its defence and advocacy of the mining boom tax. While we are very well aware that the mining industry itself is being financed to the level of 30 per cent of its own advertising campaign—and we intend to deal with that in separate legislation—the matter does require attention now. The question to the government is: why have we not seen legislation on this matter? The Prime Minister, as Leader of the Opposition, committed to it in 2007, and effectively nothing has happened since in terms of legislation through the parliament. The question to the opposition is: is there a better time for us to be legislating on this matter than now, when the feedback we have had—and I am sure the feedback you have had is the same—is that the public is feeling very distressed about the tens of millions of dollars that governments can so readily put into the advocacy of a point of view they have in the run to an election? It is undemocratic, it is illogical and it needs, by agreement, to be vetted.
The legislation that I have introduced to this parliament on behalf of the Australian Greens involves the vetting of such advertising, first by heads of department. If there is a campaign of more than $250,000 to be engaged in by the government, the head of department needs to sign off that the prudent guidelines which are outlined in this legislation have been adhered to. To summarise the guidelines, they are that the advertising must be in the public interest and that it must not be for party political promotion. Then the advertising campaign goes to be seen by the Auditor-General, who is at arm’s length and who does not make the decision as to whether it should go ahead or not but, again, determines whether what the head of department has signed off on is correct. The Auditor-General reports to both houses of parliament, and that report then can be taken up or ignored by the minister of the day, but woe betide the minister of the day who says, ‘The Auditor-General believes this is a political advertising campaign and we’re going to proceed with it.’ That will not happen.
I am aware that the government feels that such legislation as this should not be on the agenda, but I would point out to the Senate that we are dealing with many pieces of legislation at the moment in a much more peremptory way than with this bill, which at least has been to a quick committee opportunity. There were not oral hearings, but there were submissions on a matter that has been debated over many periods of parliament in the past. The government wants bills that have been introduced quickly to this place debated this week, and that means today and tomorrow: the Tax Laws Amendment (Research and Development) Bill 2010, introduced to the Senate yesterday and listed for debate today; the Excise Tariff Amendment (Aviation Fuel) Bill 2010, which is up for debate this week; and the Export Market Development Grants Amendment Bill 2010. There were also 20 other bills passed by the Senate over the last week which went through as non-controversial and not requiring great debate.
If there is genuine support from the big parties for an independent vetting of advertising campaigns, let us have this debate. We can make it very fast, we can make it to the point and we can have in law by tomorrow legislation which will ensure that the parliament properly keeps watch over the public interest and the use of taxpayers’ money.",SENATE,<title>BUSINESS</title>,<title>Consideration of Legislation</title>,Business,1,1,speech
"Ludwig, Sen Joe",ALP,2010-06-22,"—What we have is a seeking of suspension in relation to the Australian Greens’ Preventing the Misuse of Government Advertising Bill 2010. What the five minutes of speaking time is for is to make a case for why the parliament should suspend to allow this bill to come forward. No case has been made with respect to Senator Brown’s submissions. Senator Brown went to issues of the content of the particular legislation. None of his issues went to why this bill is urgent.
The bill attempts to legislate the Rudd government’s 2008 process for government advertising, which we have now improved. I have to say that it is flattering that the Greens consider that so many aspects of this government’s advertising framework that we introduced in 2008 were so faultless. Another pleasing aspect of the bill is that it is evidence that the Greens agree with many aspects of our current 2010 guidelines, such as the five key principles of the guidelines, the need to be able to advertise before legislation has been passed by parliament and the need to ensure that exemptions can be granted. All of that is contained within the bill.
Of course, the unconstitutional bill was developed and brought forward before this chamber at breakneck speed. Perhaps a little bit more work should have been done on it. It does offend the constitutionality of Australia’s Constitution. It did provide a report a very short time afterwards, less than a week from when it was referred to the Senate committee. The report is surprising. It says the Greens said—I guess you would have to say they had the hide to say—the committee ‘failed to acknowledge the widespread community concerns about this critical issue’. I would like to note that it is very difficult, if not impossible, for members of the community to make submissions to the committee with only two days notice.
If Senator Brown were serious about progressing this bill then you would have expected it to have gone to a committee to allow public input, to allow submissions to be dealt with and to allow the committee to then take its ordinary course of work. But, once again, we see the Greens in this instance unable to live up to the principles that they often espouse. I am sure Senator Brown would concur with me in these remarks when noting that we complained about the short periods in which the previous government pushed legislation through following short committee processes and the inability of the committee to use its committee resources to examine the bill in context and cast its net wide to allow submissions to be made so that a proper report could be produced and recommendations made. It appears Senator Brown has thrown that principle out in bringing on this piece of legislation without providing justified grounds as to why it should now upend the program for this bill.
It does not take away from the seriousness of the bill. I am sure Senator Brown honestly and reasonably believes it is a worthwhile bill to progress. My advice, although uncalled for, is that the proper processes of the Senate would demonstrate that it was unconstitutional—it would allow proper submissions to be made; it would allow proper community engagement in relation to the legislation. You have not chosen to do that and that is a matter for you, but do not complain if I draw it to your attention. This is the last week we have to deal with legislation—that is right. We do have a leaders and whips deliberation and we had one at the beginning of this week to determine what legislation we would deal with before we go home at the end of the week. There are proper processes in this place to ensure that the proper legislative agenda is dealt with in this week.
This bill is unlikely to go forward. It does take up time—I will not take up as much time as I otherwise would like to have committed to this bill, but it is unsupported as it seeks to up-end this parliament for the purposes of what can only be described as selfish motivations of Senator Brown to deal with a very important issue. If Senator Brown wanted to have a debate in relation to this then he could use other forums within this parliament to allow that to occur.",SENATE,<title>BUSINESS</title>,<title>Consideration of Legislation</title>,Business,1,1,speech
"Ronaldson, Sen Michael",LP,2010-06-22,"—In making comments in relation to the Australian Greens’ Preventing the Misuse of Government Advertising Bill 2010, I find myself in the interesting position of agreeing with some of the comments of the Special Minister of State, Senator Ludwig, and certainly agreeing with many of the comments of Senator Brown. In relation to the minister’s comments, I think this process has been rushed and I do not think it has been given appropriate levels of consideration. In relation to the comments of Senator Brown, I think there is far more on which I agree with him in relation to this matter than I do with the minister, but, having said that, we will not be supporting this motion.
There is no doubt that there was a great sense of urgency in relation to the question of government advertising. There was a great sense of urgency to address what has been a gross abuse of governmental process over the last two months. Regrettably this particular bill, in my view, is not the way to address this issue. Senator Brown knows that we have had concerns for some time now, and that for the Auditor-General to be the judge and jury is not the best process. I remind honourable senators of the letter the Auditor-General sent to the Prime Minister on 26 November 2007. It read:
Dear Prime Minister
I am writing to outline an approach to addressing your plans to increase the scrutiny of Australian government advertising campaigns.
That was in the days when the Prime Minister actually believed in appropriate scrutiny of government advertising campaigns. Those days, as honourable senators know, are long gone, with this government’s commitment to openness and transparency in government advertising. I go on to page 2 of the letter from the Auditor-General, Mr McPhee:
Given the sometimes controversial history of government advertising there is a real risk that whoever administers the guidelines could be drawn into the policy and political debate as an active participant in, and possible defender of the processes of executive government. To preserve both the real and perceived independence of this office, I and my predecessors have actively sought to avoid placing the ANAO in a situation of being both decision maker and auditor.
Similar concerns have seen previous governments take action with our support to avoid the involvement of this office in ongoing administrative roles—for example, in relation to the electoral redistribution committees and tax agents registration boards.
I think that letter sums up the position of the Auditor-General in relation to this matter. I think the Auditor-General at the moment has been forced into a position where he has indicated to various parliamentary fora over the last two weeks that he would at a pinch be involved again as the judge and jury, but from recollection certainly not with the guidelines as they exist at the moment.
The opposition is absolutely adamant that the role and integrity of the Audit Office must be retained. We do not believe it is appropriate to compromise that independence by making the Auditor the judge and jury. Of course, the Australian Labor Party for, I think, seven or eight years believed that the Auditor-General could be judge and jury, and then, when they saw things occur which indicated that they did not like the Auditor-General being the judge and jury, they just changed the rules. The outcome of those rule changes has been the subject of substantial media commentary over the last month. The outcome of rolled gold promises by the Prime Minister prior to the election, the outcome of Labor Party conventions and the weasel words spoken then in relation to this matter have all been proved to be absolutely false, and we saw the farcical situation some two weeks ago when the minister provided an exemption to the Treasurer—the great big new tax on mining exemption for advertising. The coalition, I must say with some regret, will not be supporting this motion.",SENATE,<title>BUSINESS</title>,<title>Consideration of Legislation</title>,Business,1,1,speech
"Xenophon, Sen Nick",IND,2010-06-22,"—I will be supporting the Greens motion to suspend standing orders in relation to the government advertising legislation. It is the appropriate thing to do in the circumstances. I know that the Special Minister of State has said that this process is flawed. I think it would be fair to say—and I do not think Senator Brown would mind me saying this—that the process is not perfect but it is still very much preferable to what we have in place now: a series of government advertising campaigns that have thrown out appropriate process, that have thrown out the whole issue of appropriate scrutiny and have removed the role of the Auditor-General as the independent watchdog to do this.
I think it is important that we look at what the key public policy issue is here—that we actually have some integrity in government advertising. I think that has been lost, unfortunately, as a result of what has occurred, and therefore it is important to support this particular bill to support the suspension of standing orders, because a consequence of not supporting this is that this will continue on right up until election day, in effect. We will continue to see ads that should not be aired because they contravene the government’s own policies prior to the 2007 election. It is important that we do have integrity in this process. Obviously it would have been better if we had a longer lead time, and it would have been better if we had greater consultation, but I think the public opinion on this is very clear: people are quite mortified that the government has gone down this path to break a key promise that they made at the last election in relation to government advertising. I note that the Prime Minister said in opposition that this was a cancer on democracy, or words to that effect—it was very strong language. I agree that it is a serious issue that needs to be dealt with. If we want to deal with the problem, if we want to fix it, we can start now by suspending standing orders and debating this piece of legislation that effectively puts into effect Labor Party policy that was put to the people at the last election.",SENATE,<title>BUSINESS</title>,<title>Consideration of Legislation</title>,Business,1,1,speech
"Brown, Sen Bob",AG,2010-06-22,"—I thank Senator Xenophon for those supportive comments, which are true. In response to Senator Ronaldson—and I thank him for also acknowledging the importance of such legislation as this being passed in the parliament—it is not true that the bill makes the Auditor-General judge and jury. The beauty of this piece of legislation is that it gives the Auditor-General the ability to furnish parliament and the minister with an opinion, but the decision maker remains the government. But even that does not satisfy this government.
Senator Ludwig has said that the legislation is unconstitutional. How unsatisfactory is that contribution when it is not followed up with any reasoning. It is just an opinion floated in the air. The most debasing part of it is in relation to any parliamentary debate against legislation where members get up—and I have seen this for decades—and say the bill is badly drawn, hastily done or does not fit some unspecified constitutional parameter. That is not an argument; that is specious. If we are to have a proper debate about why legislation like this should not be debated now and rapidly put through the parliament, as are so many pieces of government legislation this week, courtesy of the crossbench as well as the opposition, the government needs to come up with a better argument than that.
Senator Ludwig also said that there was a short committee process. As I pointed out in my submission, we are dealing with a number of important pieces of government legislation here which have had no committee process at all, let alone public debate. As you will know, there has been widespread public debate on this issue. Four major commentators on this legislation, including the Auditor-General himself, have favoured this legislation proceeding, and have offered recommendations—and I have amendments to accord with the suggestions of the Auditor-General—for this legislation, which is now not going to pass because the government and the opposition oppose it.
I would remind the government that in October last year when the sitting times for this year for the Senate were laid down by the government, the Greens pointed out that it was one of the shortest sitting periods set down for a Senate year in history. It was totally unsatisfactory and we moved for an extra four sitting weeks of the Senate, but both the government and the opposition voted that down. Two of those weeks would have been in April and two would have been in August. We would have had plenty of time to debate at length, with fuller committee and public consideration, all the pieces of legislation which are being rushed through, mostly by the government, this week. No, the difficulty we have in getting proper vetting of legislation rests wholly on the shoulders of Senator Ludwig and the government, because they have refused to have this Senate have the sitting times which are appropriate to dealing with the large legislative slate. I have no doubt that, come Thursday, the government is going to say that lots of pieces of legislation have not been dealt with. That is totally a situation of the government’s own manufacture.
The argument used by Senator Ludwig has no internal coherence or logic at all. I might remind the Senate that there are 31 private senators’ bills waiting to be dealt with in this place. They are important bills. There are bills on the improvement of democracy, the performance of the Senate, the wellbeing of Indigenous Australians, environment protection, the promotion of climate change issues and a whole range of other issues that deal with people. These bills ought to have passed this parliament but there is no time to deal with them. This is not only because we do not have private senators’ time—and I have tried very hard to get that up, but that has been blocked as well through the committee system—but because there is no time even to deal adequately with government legislation. That is the responsibility of this government. It is totally on its shoulders. I am very pleased that we have had this debate. I recommend this suspension so that this chamber can pass this important legislation.
Question put:
That the motion (Senator Bob Brown’s) be agreed to.",SENATE,<title>BUSINESS</title>,<title>Consideration of Legislation</title>,Business,1,1,speech
"Ludwig, Sen Joe (Manager of Government Business in the Senate)",ALP,2010-06-22,—I withdraw government business notice of motion No. 1 standing in my name for today.,SENATE,<title>NOTICES</title>,<title>Withdrawal</title>,Notices,2,1,speech
"Brown, Sen Bob",AG,2010-06-22,—I withdraw general business notice of motion No. 819 standing in my name for today.,SENATE,<title>NOTICES</title>,<title>Withdrawal</title>,Notices,2,1,speech
"Wong, Sen Penny",ALP,2010-06-22,"—I table three supplementary explanatory memoranda relating to government amendments to be moved to the Renewable Energy (Electricity) Amendment Bill 2010. The memoranda were circulated in the chamber today.
On behalf of the government, I thank senators in this place for the various conversations and negotiations we have had on this legislation. I have hope that there is broadly an interest in passage of this legislation forthwith. The government believes it is in the interests of the clean energy sector for us to do so. We have certainly engaged in dialogue with the opposition, the Greens and Senator Xenophon, and I had a brief discussion with Senator Fielding as well. I thank the parties represented in those discussions for the constructive and cooperative way that those discussions have been engaged in, and I thank again Mr Macfarlane for his negotiations on behalf of the opposition.
I seek leave to move government amendments (1) to (8) on sheet AL260 together.
Leave granted.
—I move:
(1)    Schedule 1, page 3 (after line 15), after item 4, insert:
4A Subsection 5(1)
Insert:

clearing house price has the meaning given by section 30LA.
(2)    Schedule 1, page 4 (after line 7), after item 8, insert:
8A Subsection 5(1)
Insert:

GST inclusive clearing house price has the meaning given by section 30LA.
(3)    Schedule 1, item 58, page 15 (before line 12), before section 30M, insert:
         (1)    The clearing house price is:
              (a)    subject to paragraph (b)—$40; or
              (b)    if the Minister, by legislative instrument, specifies a lesser amount as being the clearing house price for the purpose of this subsection—the amount so specified.
         (2)    The GST inclusive clearing house price is the amount equal to 110% of the clearing house price.
         (3)    Before making an instrument under paragraph (1)(b), the Minister:
              (a)    must take into consideration:
                    (i)    whether the total value, in MWh, of small‑scale technology certificates created in 2015 exceeded or is expected to exceed 6,000,000; and
                   (ii)    any changes to the costs of small generation units and solar water heaters; and
                  (iii)    the extent to which owners of small generation units and solar water heaters contribute to the costs of small generation units and solar water heaters; and
                  (iv)    the impact of the clearing house price, and the number of small generation units and solar water heaters installed, on the electricity market, including on electricity prices; and
              (b)    may take into consideration any other matters that the Minister considers relevant.
         (4)    If the Minister is considering a matter mentioned in paragraph (3)(a), the Minister must obtain, and take into consideration, independent advice about that matter.
         (5)    An instrument made under paragraph (1)(b) must not be expressed to commence earlier than the first 1 April following the making of the instrument.
         (6)    If:
              (a)    an instrument is made under paragraph (1)(b); and
              (b)    on a particular day (thetabling day), a copy of the instrument is tabled before a House of the Parliament under section 38 of the Legislative Instruments Act 2003;
then, on or as soon as practicable after the tabling day, the Minister must cause to be tabled before that House a written statement setting out the Minister’s reasons for making the instrument.
(4)    Schedule 1, item 58, page 15 (line 22), omit “$44”, substitute “the GST inclusive clearing house price”.
(5)    Schedule 1, item 58, page 16 (line 15), omit “$44”, substitute “the GST inclusive clearing house price”.
(6)    Schedule 1, item 58, page 16 (line 17), omit “$40”, substitute “the clearing house price”.
(7)    Schedule 1, item 58, page 17 (line 28), omit “$44”, substitute “the GST inclusive clearing house price”.
(8)    Schedule 1, item 58, page 17 (line 31), omit “$40”, substitute “the clearing house price”.
These amendments give effect to the clearing house price. There was some discussion in the Senate committee hearing in relation to the clearing house price. These amendments improve the operation of that clearing house and have regard to a number of the issues raised in the Senate committee report. I am happy to respond to any questions as required.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Birmingham, Sen Simon",LP,2010-06-22,"—On behalf of the opposition, I indicate our support for these amendments moved by the government. We recognise that this is an important mechanism being introduced in an attempt to provide some certainty of price, particularly in the early years of the operation of the LRET. We have had numerous representations made to us about some of the issues around banked certificates and how they will be discharged into the market. As a result, we think that it is sensible to find a mechanism to ensure that they are discharged in a tidy manner that ensures some degree of certainty for price. In relation to my own state, I have had representations from companies such as LMS Generation, a landfill gas power generator, who highlighted small future projects that might be delayed or put off in future years should something not be done to ensure that there is not a large flow of banked credits onto the market next year, therefore holding down the LRET price in the early years of the scheme. I understand the manner in which this is being presented ensures that any costs borne by electricity users in the early years will be offset in the latter years of the scheme.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Wong, Sen Penny",ALP,2010-06-22,"—I was anticipating that Senator Milne would speak but, given that these amendments deal with an issue that a subsequent Greens amendment deals with, I might just outline how the government is dealing with the issue, unless Senator Milne wishes to speak first.
—No.
—Okay. If you turn to amendment (3) and look at 30LA(3), it will be clear from that that the minister has the capacity, after taking into account independent advice, to look to various changes to deal with a situation where the small-scale technology certificates created in 2015 would exceed or be expected to exceed six million megawatt hours. As I said, we believe that this deals with one of the issues raised in the Senate committee report—and, while I am on my feet, I will thank Senator McEwen and other senators for their prompt and sensible consideration of this legislation. These amendments deal with one of the issues that were raised in the context of that report, about whether or not the growth in the Small-scale Renewable Energy Scheme would be substantially more than that anticipated. This provision enables what we think is a sensible and robust decision-making framework to address those issues should they arise.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Xenophon, Sen Nick",IND,2010-06-22,"— I indicate for my colleagues that I have a number of amendments that I propose to move. There have been some hold-ups. I have had discussions with the government, the opposition and my colleagues in the Greens in relation to them. I hope to be in a position to file amendments very shortly. That should not hold up the progress of the committee stage, but I just want to foreshadow that there will be some further amendments that will be filed pretty shortly.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Williams, Sen John",NATS,2010-06-22,"—Minister, in relation to the increase in cost of electricity under the proposals of the government in this legislation, have you done any modelling? My concern is with commercial ventures such as abattoirs and those sorts of businesses. With the proposed legislation, have you done any modelling and can you inform the Senate of what expected price rises we may see in electricity? I asked that in all seriousness, as it is one of my concerns. Even though I support renewable energy—the more renewables we can use, the more finite resources we can leave for future generations—I just have some concerns over the actual costs or the projection of increased costs of electricity because of this legislation.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Wong, Sen Penny",ALP,2010-06-22,"—I understood from Senator Birmingham that the opposition were supporting these amendments. In relation to the question of costs, I have outlined to your colleague Senator Boswell on a number of occasions what we estimate with regard to the current renewable energy target, although it will depend on when you model a price on carbon. The modelling I think I provided publicly and explained to Senator Boswell in the context of the estimates hearing was 4.2 per cent for the current renewable energy target—that is, the legislation that you have already supported. With the enhancements in the government bill—prior to these amendments obviously, because this modelling preceded the amendments—it will be an additional 0.2 per cent. That is a cumulative cost between 2010 and 2014 of 4.4 per cent.
Question agreed to.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Milne, Sen Christine",AG,2010-06-22,"—I move Australian Greens amendment (2) on sheet 6114:
(2)    Schedule 1, page 35 (after line 9), after item 65, insert:
65A  After section 40
Insert:
         (1)    The required GWh of renewable source electricity in section 40 for the years 2011 and 2012 must be increased as specified in declarations made under subsection (3) for the relevant year.
         (2)    The Regulator must, by 10 May 2011, make the following calculations in respect of the large‑scale generation certificates on the register of large‑scale generation certificates as at 30 April 2011:
              (a)    the total of the number of registered large‑scale generation certificates and the number of large‑scale generation certificates that are pending registration in the register (total A);
              (b)    the number of registered large‑scale generation certificates that are pending surrender (total B);
              (c)    the number of registered large‑scale generation certificates that are pending voluntary surrender (total C);
              (d)    the number of registered large‑scale generation certificates that have been created on or after 1 January 2011 under Subdivision A of Division 4 of Part 2 (total D);
              (e)    the number of registered large‑scale generation certificates that are subject to eligible pre‑existing contracts for transfer from one party to another party (total E);
               (f)    the figure (total F) that is the result of:
                            total A – (total B + total C + total D) + total E;
              (g)    the figure (total G) that is the result of:
                            total F – 16,200,000;
              (h)    the figure expressed in megawatt hours (total H) that is the result of:
                            total G ÷ 2;
and publish the results of those calculations on the Internet.
         (3)    If total G is greater than zero, the Regulator must, within 5 days of complying with subsection (2), make a declaration increasing the required GWh of renewable source electricity in section 40 for 2011 and 2012 by total H (converted in gigawatt hours).
         (4)    A declaration made under subsection (3) is not a legislative instrument.
This amendment refers to the issue of banking. As we know, each year there is a surplus of renewable energy certificates that are banked or saved for future years. This surplus equals about a year’s worth of demand and it helps the liable parties, the electricity retailers, manage their obligations.
By splitting the renewable energy target into large-scale renewables—that is, essentially wind and small-scale schemes—the bill we are dealing with, the Renewable Energy (Electricity) Amendment Bill 2010, ensures that the RECs from the small systems do not crowd out investment in the large renewable energy systems. But the problem is that between now and the end of this year there will be a lot of renewable energy certificates produced from the small systems and they will be eligible to be used towards the large-scale target. So the real question is: how many of those certificates are going to be generated between now and the end of the year and what will that do to the price of certificates in the large-scale system?
The government modelling suggests there will be 16.2 million renewable energy certificates banked by the beginning of next year. If that is roughly correct it would be fine; it would provide the liquidity that is required in the large-scale market. But the trouble is that the industry calculates the number of banked renewable energy certificates will more likely be 23 to 25 million, with AGL saying that it could be as high as 32 million certificates. If the number is that high then you will see exactly the same situation as we have now. We will have a collapse in the price, and so there will be a further delay in investment in large-scale renewable energy. We do not want that to occur. This amendment basically says that if the number of banked renewable energy certificates is higher than the government expects as a result of its own modelling—that is, higher than 16.2 million RECs—the target in the subsequent two years will be increased. For example, if 24 million RECs were banked that would be an excess of 8 million RECs, so the target would be increased by 4 million in 2011 and in 2012 to deal with the problem.
I have raised this matter with the government several times. I am really concerned about the modelling. The government modelling got it so wrong last year that we have ended up in the situation of being back here. At the time when this legislation to increase the target to 20 per cent first came in, I pointed out that all of the renewable energy certificates from the small system would crowd the market and collapse the price and that there would be no incentive for large-scale renewables. I moved an amendment to put those on top of the target, and that was voted down by the coalition and by the government. Nobody actually challenged the government’s modelling, and the government got it wrong.
I am really worried that the government’s modelling of 16 million RECs is wrong again, and that is why I have moved this amendment. I am grateful to the minister for the discussions that we have had in this regard. I believe that the baseline here should be the government’s modelling, 16 million, and anything above that should be added on to targets in future years, so I am moving the amendment to that effect.
I am aware that the minister has had some discussions around this and is thinking of maybe 20 million. The question I would like to pose to the minister is: since the government’s modelling is 16.2 million, why is the government thinking of 20 million as the threshold? Is the government’s modelling wrong? Is industry right? Why has the minister settled on that figure, if indeed she has? I wish to foreshadow that if the government does move its own amendment in this regard then it is likely that I will be seeking leave to withdraw mine. I want to give advance warning to the chamber that that is under consideration.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
"Birmingham, Sen Simon",LP,2010-06-22,"—I appreciate the sentiments that Senator Milne is expressing. As I said in relation to the first amendment—perhaps when it was more appropriate for this one and a later government one—the coalition is eager to see some certainty for future price in relation to the LRET, particularly taking into account the number of credits that are currently proposed within the scheme.
However, we do note that the government has proposed amendments, which are to be considered later, dealing with a mechanism to try to clear some of the banked credits. We can only take the government’s modelling and advice at its word. I look forward to hearing Senator Wong respond to Senator Milne’s specific questions around that. However, the opposition is not inclined to support this amendment of the Greens, noting that the government has proposals for different mechanisms to address, at least in part, the issue that is being raised.",SENATE,<title>RENEWABLE ENERGY (ELECTRICITY) AMENDMENT BILL 2010</title>,<title>In Committee</title>,Bills,5,1,speech
