name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id,type,name_id,speech_id
"Payne, Sen Marise",LP,2008-05-13,"—My question is to Senator Faulkner, representing the Minister for Foreign Affairs. Given the devastating events in Burma which have left over 1.5 million Burmese homeless and resulted in a death toll likely to exceed 100,000, can the minister inform the Senate as to how Australia’s initial commitment of $3 million of funding support was assessed and then the subsequent commitment of $25 million in total was arrived at to assist the victims of Cyclone Nargis? Can the minister also advise whether it is expected that that funding figure will increase?",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Burma</title>,Questions Without Notice,4,1,question,M56,
"Payne, Sen Marise",LP,2008-05-13,"—Mr President, I ask a supplementary question. I thank the minister for his assurance of the Australian government and community standing by the people of Burma in this tragic situation. Given the significant reports of barriers to the delivery of assistance and aid, can the minister please advise the Senate in the context of his response how AusAID is actually going about ensuring that aid is delivered? What guarantees and assurances do we have that the significant funding that the minister has referred to there is actually meeting its target?",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Burma</title>,Questions Without Notice,4,1,question,M56,
"Faulkner, Sen John",ALP,2008-05-13,"—I thank Senator Payne for her question about this very tragic circumstance of Cyclone Nargis. Of course, all senators are very deeply saddened by the tragic loss of life and the great deal of suffering and enormous devastation caused by Cyclone Nargis. Of course, Australia and the international community stand by the Burmese people at this time. Reports of casualties are still coming in but it is clear that the toll there will be very high. Burmese official figures put the death toll at over 23,000, with over 37,000 missing, and the number of homeless at around 1½ million, but these figures are almost certainly understated. The cyclone has also caused massive damage to property and vital infrastructure and has disrupted communications.
I can say specifically in response to the questions that Senator Payne asks me that Australia is providing $25 million in humanitarian assistance to the people of Burma following Cyclone Nargis. This consists of the initial $3 million the Minister for Foreign Affairs announced on 7 May plus a further $22 million that was announced on 11 May. Of that $22 million, a total of $12.5 million will be made to the United Nations’ flash appeal. That appeal will help address the most urgent of the life saving needs in Burma. The remaining $12.5 million is being provided directly to international agencies and non-government organisations with the ability to deliver assistance quickly and effectively on the ground in the worst affected areas. Australia’s already extensive involvement on the ground in Burma has made us well placed to deliver this assistance quickly to those in need.
AusAID is ensuring that Australian assistance is reaching affected populations through UN disaster response mechanisms. This assistance is in the form of food, water, water purification, sanitation, health kits and tarpaulins. I can also say to the Senate that, separate from the flash appeal, Australia is one of the largest donors to the UN’s Central Emergency Response Fund. Ten million dollars has been provided in this financial year, and the UN has announced that part of that particular fund will also be used to respond to the needs that have arisen as a result of Cyclone Nargis.
In answer to the other element of Senator Payne’s question—she asked me about further consideration by the government—options for further assistance over the medium to long term do remain under close consideration as UN assessments of the situation in Burma are made.",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Burma</title>,Questions Without Notice,4,1,answer,5K4,
"Faulkner, Sen John",ALP,2008-05-13,"—There is no doubt, in response to Senator Payne’s supplementary question, that access into Burma for aid workers really remains the greatest challenge in relation to relief efforts for Cyclone Nargis. While the international community is, I think, responding generously to what the immense needs are there, if the Burmese government were prepared to fully open its doors there would be a massive increase in delivery of humanitarian assistance. That would certainly be possible. I think senators would be aware that the Australian government, led by the Prime Minister, have expressed very deep concern and dismay at the attitude of the Burmese regime, and I can assure the Senate that we are using every diplomatic channel available to urge the Burmese regime to allow access for humanitarian assistance to the affected areas.",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Burma</title>,Questions Without Notice,4,1,answer,5K4,
"Campbell, Sen George",ALP,2008-05-13,"—My question is to the Minister representing the Treasurer, Senator Conroy. Can the minister outline for the Senate the major economic challenges facing Australia and what role fiscal policy will play in addressing these challenges?",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Economy</title>,Questions Without Notice,4,2,question,NB5,
"Conroy, Sen Stephen",ALP,2008-05-13,"—I thank Senator Campbell for his question. These are challenging times in which to frame a budget, given the conflicting economic forces that Australia confronts. The coalition left this country with a serious inflation problem. We now have the highest inflation in 16 years. Headline inflation recently hit 4.2 per cent, and underlying inflation is running at a similar pace. The Reserve Bank is forecasting both headline and underlying inflation to remain at or above three per cent for the next two years. Underlying inflationary pressures have been building since the start of 2006. They were exacerbated by the previous government’s irresponsible approach to spending. Treasury advice provided to the former government and released last week shows that they were warned about the impact of rising inflation.
—False.
—‘False,’ says Senator Abetz. Let me quote from the Treasury documents. Treasury told them:
... as the economy is running close to capacity there is a real risk that significant spending will add to inflationary pressures.
Yet they continued to spend, and spend, and spend, seeking a short-term political fix. The Leader of the Opposition has described inflationary pressures as a ‘charade’, and the shadow Treasurer refers to them as a ‘fairytale’. These statements reveal that they simply do not understand the inflation challenge that we face. We understand that inflation is a cancer eating away at the living standards of working families. Inflationary pressures have contributed to the 12 rate rises in a row despite the former government promising in 2004 to keep interest rates at record lows. In addition to the inflation problem, we are also impacted by international turbulence—
—Mr President, I rise on a point of order. I wondered whether he could continue if you pulled the plug on his computer.
—Senator Heffernan, that is no point of order; that is a frivolous point of order.
—As I was saying, we are also impacted by international turbulence and a rapidly slowing US economy. Our job in the budget is to put maximum downward pressure on inflation and interest rates to win the war on inflation that we began upon taking office. This budget will represent a new era of responsible economic management. The government will deliver a budget tonight which addresses Australia’s long-term interests. The first priority is to fight inflation, withstand international turbulence and keep the economy strong. The second priority is to reprioritise our spending so that we can begin building better roads, better communications infrastructure, better ports, better railways, better universities and better hospitals, and train young Australians. The third priority is to engage in long-term, productive spending. (Time expired)
",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Economy</title>,Questions Without Notice,4,2,answer,3L6,
"Cormann, Sen Mathias",LP,2008-05-13,"—My question is to Senator Ludwig, the Minister representing the Minister for Health and Ageing. Minister, when exactly before the election did the Labor Party advise the Australian people that they would be making changes to the Medicare levy surcharge policy?",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Medicare</title>,Questions Without Notice,4,3,question,HDA,
"Cormann, Sen Mathias",LP,2008-05-13,"—Mr President, I ask a supplementary question. I note that Labor did not advise the Australian people before the election about changes to the Medicare levy surcharge policy. My supplementary question is: isn’t it the case that the Parliamentary Secretary to the Minister for Health and Ageing, representing the minister in Senate additional estimates earlier this year, committed that there would be no changes to the Medicare levy surcharge policy? Doesn’t this prove the point made by Mr Garrett: ‘Once we get in, we’ll just change it all’?
Honourable senators interjecting—
—Order! We will not continue until the Senate comes to order.",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Medicare</title>,Questions Without Notice,4,3,question,HDA,
"Ludwig, Sen Joe",ALP,2008-05-13,"—On 10 May 2008 the federal Treasurer, Hon. Wayne Swan MP, announced that as part of the budget the Commonwealth government will increase the Medicare levy surcharge thresholds to $100,000 for individuals and $150,000 for families from 1 July 2008. This announcement—
—Mr President, I rise on a point of order. I asked the minister a very specific question: when exactly before the election did the Labor Party advise the Australian people about making changes to the Medicare levy surcharge policy? I would ask that you direct the minister to answer the question.
—I cannot direct the minister as to how he will answer the question. He has been going for 30 seconds, so we will see what transpires.
—As I was saying, this announcement has attracted a lot of media interest and clearly interest from the opposition, including our press articles on 13 May 2008. It is estimated to result in published savings of around $299 million over the first four years. This measure was squarely targeted at bringing relief to working families, and it will offer welcome relief for over two million Australians. When the policy was introduced by the former government, they said:
High income earners will be asked to pay a Medicare Levy surcharge if they do not have private health insurance ... These are the people who can afford to purchase health insurance, and this measure will relieve some of the pressure on the public hospital system.
That is what was said. These thresholds, originally targeted at high-income earners, have not been moved in a decade. This was a dirty trick played by the previous Liberal government on hundreds of thousands of Australians. That is what it was. I would like to challenge the Liberal Party to find someone who is earning $51,000 who thinks that they are a high-income earner.
We promised in opposition to review this measure, and we have. As a result of this change, individuals will be up to $1,000 a year better off—and up to $1,500 for a couple. The Commonwealth government strongly believes that a mixed model of private and public health services is essential to the provision of universal access to high-quality, affordable healthcare services for all Australians, unlike, it seems from the interruptions from the other side, the current opposition. We are strong supporters of private health insurance and have delivered on all of our election promises in this area. We will retain the full package of private health insurance rebates, a policy which ends the previous government’s practice—
—Mr President, I rise on a point of order. We are now quite far into the answer, and 10 May is not before the election, as far as I can tell. I would ask you to remind the minister of the question about when before the election Labor told the Australian people that they would make those changes.
—Mr President, on the point of order: on the question of relevance, it is very clear that Senator Ludwig is right on topic. The question that has been asked of him has been addressed by him throughout his answer, and I suggest that this is another attempt at a frivolous point of order. Senator Ludwig is directly on the topic about which he was asked.
—Mr President, on the point of order: this makes a complete farce of question time.
—What is your point of order?
—I am responding in this series of points of order and answering Senator Evans. This makes a complete farce of question time if a question is asked specifically about when an announcement was made and we have a four-minute diatribe about how terrible the previous government was.
—Order! You are starting to debate the question.
—But Mr President, we have to get him to answer the question.
—Order! I do not intend to allow senators to debate the point of order. Senator Evans, it is not a frivolous point of order. As I said earlier to Senator Cormann, I cannot direct the minister as to how he will answer the question. During his answer he has referred to the Medicare levy surcharge on numerous occasions. So he is not out of order.
—What the Medicare levy surcharge will do is take some pressure off working families who were already struggling to pay for the rising cost of health care under the previous Liberal government. It is estimated that 11 per cent of privately-insured patients who are treated at a public hospital opt to be treated as public patients. If the previous government really cared about making sure all Australians had access to quality health care, they would have done this long ago. The Department of Health and Ageing will communicate the changes to the private health insurance industry and consumers. Looking at comments that were made prior to the election, it was reported in the Daily Telegraph on 10 January that:
Labor health spokeswoman Nicola Roxon yesterday attacked the Government for not indexing the surcharge but would not commit a Labor government to indexation. “We now see that because the Government has failed to index the levy that people who are earning average incomes are now being hit with an extra charge,” Ms Roxon said.
She went on to say:
“We think this is an outrage and the Government should be looking at ways it can appropriately adjust that threshold,” she said.
On 5 November 2007, it was reported that Ms Roxon described the failure to index the levy—(Time expired)
",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Medicare</title>,Questions Without Notice,4,3,answer,84N,
"Ludwig, Sen Joe",ALP,2008-05-13,"—It is worth putting on the record, in answering the supplementary question, that the Daily Telegraph article was dated 10 January 2007. As I was going to say—and I now say in answer to the supplementary question—the Daily Telegraph on 5 November 2007 stated:
Earlier this year Ms Roxon described the failure to index the levy, which has raised almost $1 billion, as an “outrage”. “It is one of those measures we would consider looking at in government,” her office told the Daily Telegraph.
This matter was clearly on the record prior to the election. It was a matter that we were going to look at in government. With respect to the impact on private health insurance and premiums, what we will do from 1 July 2008— (Time expired)
",SENATE,<title>QUESTIONS WITHOUT NOTICE</title>,<title>Medicare</title>,Questions Without Notice,4,3,answer,84N,
