name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id
"Smith, Stephen, MP",ALP,2012-06-21,"



Mr STEPHEN SMITH
 (Perth—Minister for Defence and Deputy Leader of the House) (09:14):  As we are dealing with military justice matters, I take this opportunity to present the annual report of the Judge Advocate General for the period 1 January to 31 December 2011 and the annual report of the Director of Military Prosecutions for the same period, 1 January to 31 December 2011.

",HoR,<title>DOCUMENTS</title>,<title>Presentation</title>,DOCUMENTS,1,1
"Shorten, Bill, MP",ALP,2012-06-21,"



Mr SHORTEN
 (Maribyrnong—Minister for Financial Services and Superannuation and Minister for Employment and Workplace Relations) (09:15):  I move:


That this bill be now read a second time.


In January 2010, the Australian Financial Centre Forum released a report titled Australia as a Financial Centre. 


This has become known as the 'Johnson report' in recognition of Mark Johnson's leadership of the forum and his subsequent leadership of the Australian Financial Centre Task Force. 


The Johnson report concluded that Australia had arguably the most efficient and competitive financial services in the Asia Pacific. This is reflected in the fact that, even in this era of the mining boom, the financial services sector is the largest single contributor to GDP of any sector in the economy, and, furthermore, in the fact that the financial services sector employs in excess of 400,000 Australians who work very hard—from investment bankers right through to the important bank tellers in our communities.


Despite these strengths, the Johnson report observed that the sector could benefit from becoming more export oriented. 


One of the key initiatives aimed at making the sector more outward oriented was the Investment Manager Regime.


This initiative will put Australian fund managers in a stronger position to manage not just funds being invested in Australia—but funds invested in other countries. This will maximise the benefits flowing to the Australian workforce and Australian consumers of financial products.


In addition, the initiative will reduce tax uncertainty for widely held foreign funds investing in passive Australian investments.


This legislation contains two schedules, which contain the first two elements of the Investment Manager Regime. 


Schedule 1 will prescribe the tax treatment of conduit income of widely held foreign funds. These amendments will apply to the 2010-11 and later income years.


The amendments are designed to ensure that the complex tax issues that can currently arise do not operate to discourage foreign funds from engaging the services of an Australian intermediary, for instance an investment manager. 


These amendments will ensure that investment income of a foreign entity is not subject to tax in Australia simply because it engages an Australian advisor, where that income would not otherwise have an Australian source.


Schedule 2 will address the uncertainty surrounding the impact of United States accounting standard ASC 740-10—the amendments are often referred to as the FIN 48 measures. These measures will apply to the 2010-11 and earlier income years. 


The amendments in schedule 2 remove the potential for uncertainty regarding the Australian tax treatment of certain foreign fund income and will allow foreign investors to move forward in their arrangements with confidence of their Australian tax position relating to earlier years. 


The proposed amendments are designed to clarify the taxation treatment of certain income of foreign funds which have not lodged a tax return or have had an assessment made of their income tax liability. 


Where the conditions of the provisions are met, certain types of investment income and gains will be exempt from Australian tax. In addition, losses or outgoings in respect of certain investments will be disregarded.


Full details of the measures in this bill are contained in the explanatory memorandum.


Debate adjourned.

",HoR,<title>BILLS</title>,<title>Tax Laws Amendment (Investment Manager Regime) Bill 2012</title>,BILLS,2,1
"Thomson, Kelvin, MP",ALP,2012-06-21,"



Mr KELVIN THOMSON
 (Wills) (09:35):  On behalf of the Joint Standing Committee on Treaties I present the committee's report entitled Report 125: treaties tabled on 7 and 28 February 2012.


In accordance with standing order 39(f) the report was made a parliamentary paper.




Mr KELVIN THOMSON:
  by leave—The Joint Standing Committee on Treaties' Report 125 contains the committee's views on a series of treaties which were tabled on 7 and 28 February 2012.


One of the more important treaties covered in this report is the Optional Protocol to the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment done at New York on 18 December 2002. The optional protocol aims to strengthen the protection of persons deprived of their liberty against acts of torture and other cruel, inhuman or degrading treatment or punishment. It provides for a mechanism to better ensure that detaining authorities are accountable for conditions in places of detention and for greater international transparency.


The optional protocol has now been in force for over five years and has more than 60 states parties, and a further 22 are signatories. Australia already has strong legal protections against torture and inhuman or degrading treatment. However, ratification of this optional protocol will improve outcomes for detainees in Australia by providing a more integrated and internationally recognised oversight mechanism. It will provide an opportunity for organisations involved in detention management and oversight to share problem-solving measures and other information on the conditions and treatment of detainees. Implementation should minimise instances giving rise to concerns about the treatment and welfare of people detained in places of detention in Australia. In addition to the human rights benefits, monitoring has the potential to minimise the costs of addressing such instances, including avoiding litigation costs and compensation payments.


The optional protocol is an effective mechanism even in jurisdictions that already enjoy preventive monitoring through pre-existing oversight bodies. The New Zealand Human Rights Commission noted in 2010 that the protocol had been 'valuable in identifying issues and situations that are otherwise overlooked and in providing authoritative assessments of whether new developments and specific initiatives will meet the international standards for safe and humane detention'. The committee does not want to see implementation of this treaty protocol delayed. We have recommended that, rather than making a declaration under article 24 to delay our obligations by three years, the Australian government work with the states and territories to implement a national preventive mechanism as quickly as possible.


The treaties committee has also approved another six treaties including the amendments to the Agreement Establishing the European Bank for Reconstruction and Development adopted at London on 30 September 2011. This agreement was in response to the events in the Middle East and North Africa in 2010 and 2011—the so-called 'Arab Spring'. The bank was called upon by the international community to extend its geographic scope to support the transition of the southern and eastern Mediterranean countries to become market economies. It is in Australia's national interest to accept the proposed amendments to allow the bank to extend its operations to eligible countries in the southern and eastern Mediterranean to support the transition to democracy in such countries. Egypt, Morocco, Jordan and Tunisia have taken steps so that they may potentially benefit from the European Bank for Reconstruction and Development's expansion. The bank is well placed to support countries that are transitioning towards open and democratic market economies.


The report also covers amendments to the Convention on the Conservation of Migratory Species of Wild Animals, which added two species found in Australia: the giant manta ray and the eastern curlew. The eastern curlew is a striking-looking bird with a long curved bill, which every year migrates around the world between the coastal beach and shore areas which it inhabits. Like many other migratory shorebirds, it is highly vulnerable to areas of its habitat being paved over for industrial or housing developments—the loss of habitat links in its migratory chain is devastating. We should all be concerned at declines in the eastern curlew and other migratory shorebirds from areas in the Yellow Sea in Korea, which they used to use as feeding areas, and I hope that all countries party to this convention will take their responsibilities under this convention seriously.


The remaining treaties covered in this report examined: the Prevention of Pollution by Harmful Substances Carried by Sea in Packaged Form; conformity assessment certificates between the European Union and Australia; the Convention on International Wills; and the Agreement on the Conservation of Albatrosses and Petrels. The committee concludes that all the treaties covered in Report 125 should be supported with binding action. On behalf of the committee, I commend the report to the House.

",HoR,<title>COMMITTEES</title>,<title>Treaties Committee</title>,COMMITTEES,3,1
"Thomson, Kelvin, MP",ALP,2012-06-21,"



Mr KELVIN THOMSON
 (Wills) (09:35):  On behalf of the Joint Standing Committee on Treaties I present the committee's report entitled Report 125: treaties tabled on 7 and 28 February 2012.


In accordance with standing order 39(f) the report was made a parliamentary paper.




Mr KELVIN THOMSON:
  by leave—The Joint Standing Committee on Treaties' Report 125 contains the committee's views on a series of treaties which were tabled on 7 and 28 February 2012.


One of the more important treaties covered in this report is the Optional Protocol to the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment done at New York on 18 December 2002. The optional protocol aims to strengthen the protection of persons deprived of their liberty against acts of torture and other cruel, inhuman or degrading treatment or punishment. It provides for a mechanism to better ensure that detaining authorities are accountable for conditions in places of detention and for greater international transparency.


The optional protocol has now been in force for over five years and has more than 60 states parties, and a further 22 are signatories. Australia already has strong legal protections against torture and inhuman or degrading treatment. However, ratification of this optional protocol will improve outcomes for detainees in Australia by providing a more integrated and internationally recognised oversight mechanism. It will provide an opportunity for organisations involved in detention management and oversight to share problem-solving measures and other information on the conditions and treatment of detainees. Implementation should minimise instances giving rise to concerns about the treatment and welfare of people detained in places of detention in Australia. In addition to the human rights benefits, monitoring has the potential to minimise the costs of addressing such instances, including avoiding litigation costs and compensation payments.


The optional protocol is an effective mechanism even in jurisdictions that already enjoy preventive monitoring through pre-existing oversight bodies. The New Zealand Human Rights Commission noted in 2010 that the protocol had been 'valuable in identifying issues and situations that are otherwise overlooked and in providing authoritative assessments of whether new developments and specific initiatives will meet the international standards for safe and humane detention'. The committee does not want to see implementation of this treaty protocol delayed. We have recommended that, rather than making a declaration under article 24 to delay our obligations by three years, the Australian government work with the states and territories to implement a national preventive mechanism as quickly as possible.


The treaties committee has also approved another six treaties including the amendments to the Agreement Establishing the European Bank for Reconstruction and Development adopted at London on 30 September 2011. This agreement was in response to the events in the Middle East and North Africa in 2010 and 2011—the so-called 'Arab Spring'. The bank was called upon by the international community to extend its geographic scope to support the transition of the southern and eastern Mediterranean countries to become market economies. It is in Australia's national interest to accept the proposed amendments to allow the bank to extend its operations to eligible countries in the southern and eastern Mediterranean to support the transition to democracy in such countries. Egypt, Morocco, Jordan and Tunisia have taken steps so that they may potentially benefit from the European Bank for Reconstruction and Development's expansion. The bank is well placed to support countries that are transitioning towards open and democratic market economies.


The report also covers amendments to the Convention on the Conservation of Migratory Species of Wild Animals, which added two species found in Australia: the giant manta ray and the eastern curlew. The eastern curlew is a striking-looking bird with a long curved bill, which every year migrates around the world between the coastal beach and shore areas which it inhabits. Like many other migratory shorebirds, it is highly vulnerable to areas of its habitat being paved over for industrial or housing developments—the loss of habitat links in its migratory chain is devastating. We should all be concerned at declines in the eastern curlew and other migratory shorebirds from areas in the Yellow Sea in Korea, which they used to use as feeding areas, and I hope that all countries party to this convention will take their responsibilities under this convention seriously.


The remaining treaties covered in this report examined: the Prevention of Pollution by Harmful Substances Carried by Sea in Packaged Form; conformity assessment certificates between the European Union and Australia; the Convention on International Wills; and the Agreement on the Conservation of Albatrosses and Petrels. The committee concludes that all the treaties covered in Report 125 should be supported with binding action. On behalf of the committee, I commend the report to the House.

",HoR,<title>COMMITTEES</title>,<title>Report</title>,COMMITTEES,3,2
"Parke, Melissa, MP",ALP,2012-06-21,"



Ms PARKE
 (Fremantle) (09:40):  The 17 December 2010 marked the 20th anniversary of Australia's ratification of the UN Convention on the Rights of the Child. I took the opportunity on that occasion to table a motion in which I outlined a number of promising and not-so-promising aspects of child protection both in Australia and overseas. These included the significant progress that has been made in the reduction of global child mortality, where now something like 10,000 fewer children die each day than did 20 years ago. That is a wonderful statistic. There has also been a sizeable increase in the number of children who have access to primary education compared with just 12 years ago following the introduction of the Millennium Development Goals.


My motion in December 2010 noted that, as one would expect, Australian children fare better than children in many other parts of the world. We know that Australia is, generally speaking, a wonderful place for most children, but while the majority of kids who are lucky enough to grow up in Australia benefit from the high quality of our health and education systems and from the opportunities that exist in a free, safe and democratic society, it must be acknowledged that kids within certain demographics face very different prospects indeed. Significant issues remain to be addressed in this country, including child abuse and neglect, youth homelessness and the disadvantage suffered by Indigenous children.


The motion, also spoken to by my parliamentary colleagues the members for Pearce, Newcastle and Bowman, called for the federal government to consider appointing a National Commissioner for Children. As the Chair of the UNICEF Parliamentary Association I was glad to move the successful motion at the ALP national conference last year on this issue, while noting that the establishment of a National Children's Commissioner has been a longstanding commitment of the Labor Party and of the Attorney-General herself. So I am absolutely thrilled to be speaking on the introduction of this Australian Human Rights Commission Amendment (National Children’s Commissioner) Bill 2012 for the creation of a National Children's Commissioner, which is not before time but which will be vital to driving efforts to establish a level playing field for all Australia's children.


I join with UNICEF and the Australian children's coalition of organisations in welcoming the government's announcement of the establishment of a National Children's Commissioner. This reform has been called for by a large number of organisations and individuals across Australia for many years. The Australian Child Rights Taskforce in the Listen to children report last year found a number of disturbing outcomes, including that Aboriginal and Torres Strait Islander children have child mortality rates three times that of their non-Aboriginal peers. These are clearly the Australian children whose needs we listen to the least effectively. It also found that the number of children in out-of-home care has increased by 51.5 per cent since 2005. Yet Australia collects no data on the reasons children are placed in care.


The children of asylum seekers continue to be kept in detention facilities in direct contravention of the UN children's convention and Australia currently offers no legal remedies for any such breaches of child rights. Children with disabilities often miss out on crucial and early intervention services and lack the support necessary to assist with life transitions and the support needed to prevent family or career crisis and breakdown. Children and young people who are seeking help for mental health concerns often do not receive timely access to appropriate services. Particular groups are at higher risk of mental health problems, including Indigenous children, children from refugee and migrant backgrounds, same-sex-attracted children, gender-questioning or gender-diverse young people, young carers, children with disability and children in rural, regional and remote areas. In the report, more than 35 leading NGOs, ranging from UNICEF to church organisations to state based children's advocacy agencies, reinforced their agreed position on the importance of a Children's Commissioner and outlining the key roles and powers of such an office. The stakeholder organisations emphasised the importance of a Children's Commissioner being in a position to monitor and secure the effective participation of children; to oversee the observation of child rights principles; and to ensure coordination and nonduplication when it comes to existing child protection frameworks. They also placed great significance on the need to prioritise the protection of vulnerable groups; to recognise the special risks in relation to Aboriginal and Torres Strait Islander children; to focus on endemic problems in the areas of discrimination and accessibility; and to be in a position to take a proactive and systematic approach to policy development. It goes without saying that the National Children's Commissioner needs to be adequately resourced, with properly defined functions and powers.


I am very pleased that this bill addresses these important principles. As a result of this legislation the role and office of the National Children's Commissioner will be in a position to: improve the monitoring of Commonwealth laws affecting the rights, wellbeing and development of children and young people; encourage the active involvement of children and young people in decisions that affect them, particularly in the development of government policies, programs and legislation; support government agencies to develop mechanisms which enhance the active involvement of children and young people; assist the overall Australian effort to meet its international obligations by promoting and advancing the rights of the child, in particular those enshrined in the United Nations Convention on the Rights of the Child; and provide the commissioner with discretion when performing any of his or her functions to focus on particular groups of children who are at risk or vulnerable such as children with disability, Aboriginal and Torres Strait Islander children, homeless children, or those who witness or are subject to violence.


The introduction of a National Children's Commissioner will represent the first dedicated advocate for children and young people at the federal level. All Australian states and territories have established similar offices and a national commissioner will consolidate and coordinate the expertise and knowledge that exists at the state level. A National Children's Commissioner will give Australian kids a voice at the national level and bring attention to issues of neglect, abuse and discrimination. A national advocate for children will offer a powerful focus for hearing children's voices, especially on the subjects of youth justice, child protection, Indigenous health outcomes and homelessness.


The commissioner will have an important role in monitoring, reviewing and commenting on laws, policies, service standards and practices that affect young Australians. As part of the Australian Human Rights Commission, such a position will have the mechanisms to receive and investigate complaints of breaches of children's rights under the Convention on the Rights of the Child through the implementation of a child-specific complaints system. It will be able to assist in and drive law reform and policy development, and develop consultation mechanisms that encourage the participation of children.


The commissioner will collaborate and coordinate with the community and business sectors to develop and strengthen community understanding of the issues and experiences of children, and have the power to intervene in court proceedings involving the rights of children and young people. The commissioner will also advocate for effective data collection on children's health, wellbeing, development and participation.


In Western Australia, the office of a Commissioner for Children and Young People was created by the state Labor government in 2006, with Michelle Scott becoming the first commissioner on 7 December 2007. The WA commissioner oversees a broad range of areas relating to children's welfare, including early childhood, complaints about government agencies relating to children, mental health, young people and the law, participation, reducing alcohol related harm, middle years and sexualisation of children. As a Western Australian representative I am very much aware of the good work that Ms Scott has been able to do, and this was certainly a strong part of my motivation in pushing for a commissioner at the national level.


At this point I would like to particularly recognise the work done on this cause by the people at UNICEF Australia—CEO Norman Gillespie, Communications Manager Tim O'Connor, and Advocacy Manager Aivee Chew. In October last year, Ms Chew was a member of a delegation to the United Nations in Geneva with the task of briefing the Committee on Child Rights, and on the broad question of where Australia was succeeding and failing in protecting the rights of its most vulnerable. Ms Chew said at the time that:


We know that Australia is a wonderful place for most of its kids, yet not everyone experiences the same and just levels of opportunity in Australia.


Gross inadequacies remain in Australia's commitment to its children, despite recommendations made five years ago by the UN Children's committee. It has been more than two decades since Australia ratified the United Nation's Convention on the Rights of the Child—the most widely ratified human rights treaty in history. Yet despite 20 years of 'commitment' to child rights in Australia, there is still no national framework and no national children's commissioner.


The delegation presented findings to the committee from the Listen to children report I referred to earlier.


The UN Committee on the Rights of the Child has long recognised that traditional mechanisms within governments do not provide sufficient protection to these vulnerable groups in society. When England introduced a Children's Commissioner in 2005—some time after similar offices had been created in Wales, Scotland and Northern Island—Australian based children's advocacy organisation Children's Rights International released a discussion paper on the issue. Its authors, Claire Bessant and Rhona Smith, wrote:


... children are frequently denied access to justice and indeed may even lack awareness of their rights. Accordingly, the UN Committee on the Rights of the Child has advocated the creation of national strategies promoting children's rights and independent human rights institutions to publicise and realise them.


Children's Commissioners, charged with defending and supporting children's welfare, rights and interests, guided by the principles of the UN Convention on the Rights of the Children, have clear potential as human rights institutions.


This makes an irresistible case for the introduction of a Children's Commissioner in Australia, and I am glad that we are now responding to that case. We cannot be complacent when it comes to children's rights, even though the rights and protections in for children in Australia are comparatively strong.


As I said in my speech on the motion in December 2010, there are actions against children in Australia's recent history of which no-one can be proud. The children of the stolen generation and forgotten Australians:


... did not receive this special protection. Our acceptance of responsibility, our sorrow and our sincere apology for the suffering of these children has a sobering resonance in the context of the Convention on the Rights of the Child. That episode in our history is a tragic demonstration of the vulnerabilities of children and of the susceptibility of government agencies to systemic failures when it comes to even the most basic protections. The two anniversaries, a month apart, should remind us of the terrible harm that can occur when the rights of children are not protected and should strengthen us in the ongoing imperative of recognising and protecting those rights.


The third anniversary, in a few months time, of the national apology to the stolen generations will be another point of reflection. It is of course an anniversary which tolls a heavy warning on the unacceptable consequences of neglecting the rights of children. The stolen generations and the forgotten Australians are not people who exist in some sepia-coloured, less enlightened Australian past. They are with us now, with their pain and also their courage and resilience.


Today we make a real and critical improvement to the protections that exist for children in this country, and in so doing we meet and strengthen the obligations and the spirit of the UN Convention on the Rights of the Child. I wholeheartedly welcome the creation of a National Children's Commissioner, and I commend the minister for moving so quickly to bring this bill forward. The Children's Commissioner at the Commonwealth level is certainly not a role and function that is arriving ahead of its time, but I am proud to be part of a Labor government that is learning from the past and looking to shape a future in which Australian children and children overseas can live to their potential with the protections and freedoms that all children should have.


Debate adjourned.

",HoR,<title>BILLS</title>,<title>Australian Human Rights Commission Amendment (National Children's Commissioner) Bill 2012</title>,BILLS,4,1
"Parke, Melissa, MP",ALP,2012-06-21,"



Ms PARKE
 (Fremantle) (09:40):  The 17 December 2010 marked the 20th anniversary of Australia's ratification of the UN Convention on the Rights of the Child. I took the opportunity on that occasion to table a motion in which I outlined a number of promising and not-so-promising aspects of child protection both in Australia and overseas. These included the significant progress that has been made in the reduction of global child mortality, where now something like 10,000 fewer children die each day than did 20 years ago. That is a wonderful statistic. There has also been a sizeable increase in the number of children who have access to primary education compared with just 12 years ago following the introduction of the Millennium Development Goals.


My motion in December 2010 noted that, as one would expect, Australian children fare better than children in many other parts of the world. We know that Australia is, generally speaking, a wonderful place for most children, but while the majority of kids who are lucky enough to grow up in Australia benefit from the high quality of our health and education systems and from the opportunities that exist in a free, safe and democratic society, it must be acknowledged that kids within certain demographics face very different prospects indeed. Significant issues remain to be addressed in this country, including child abuse and neglect, youth homelessness and the disadvantage suffered by Indigenous children.


The motion, also spoken to by my parliamentary colleagues the members for Pearce, Newcastle and Bowman, called for the federal government to consider appointing a National Commissioner for Children. As the Chair of the UNICEF Parliamentary Association I was glad to move the successful motion at the ALP national conference last year on this issue, while noting that the establishment of a National Children's Commissioner has been a longstanding commitment of the Labor Party and of the Attorney-General herself. So I am absolutely thrilled to be speaking on the introduction of this Australian Human Rights Commission Amendment (National Children’s Commissioner) Bill 2012 for the creation of a National Children's Commissioner, which is not before time but which will be vital to driving efforts to establish a level playing field for all Australia's children.


I join with UNICEF and the Australian children's coalition of organisations in welcoming the government's announcement of the establishment of a National Children's Commissioner. This reform has been called for by a large number of organisations and individuals across Australia for many years. The Australian Child Rights Taskforce in the Listen to children report last year found a number of disturbing outcomes, including that Aboriginal and Torres Strait Islander children have child mortality rates three times that of their non-Aboriginal peers. These are clearly the Australian children whose needs we listen to the least effectively. It also found that the number of children in out-of-home care has increased by 51.5 per cent since 2005. Yet Australia collects no data on the reasons children are placed in care.


The children of asylum seekers continue to be kept in detention facilities in direct contravention of the UN children's convention and Australia currently offers no legal remedies for any such breaches of child rights. Children with disabilities often miss out on crucial and early intervention services and lack the support necessary to assist with life transitions and the support needed to prevent family or career crisis and breakdown. Children and young people who are seeking help for mental health concerns often do not receive timely access to appropriate services. Particular groups are at higher risk of mental health problems, including Indigenous children, children from refugee and migrant backgrounds, same-sex-attracted children, gender-questioning or gender-diverse young people, young carers, children with disability and children in rural, regional and remote areas. In the report, more than 35 leading NGOs, ranging from UNICEF to church organisations to state based children's advocacy agencies, reinforced their agreed position on the importance of a Children's Commissioner and outlining the key roles and powers of such an office. The stakeholder organisations emphasised the importance of a Children's Commissioner being in a position to monitor and secure the effective participation of children; to oversee the observation of child rights principles; and to ensure coordination and nonduplication when it comes to existing child protection frameworks. They also placed great significance on the need to prioritise the protection of vulnerable groups; to recognise the special risks in relation to Aboriginal and Torres Strait Islander children; to focus on endemic problems in the areas of discrimination and accessibility; and to be in a position to take a proactive and systematic approach to policy development. It goes without saying that the National Children's Commissioner needs to be adequately resourced, with properly defined functions and powers.


I am very pleased that this bill addresses these important principles. As a result of this legislation the role and office of the National Children's Commissioner will be in a position to: improve the monitoring of Commonwealth laws affecting the rights, wellbeing and development of children and young people; encourage the active involvement of children and young people in decisions that affect them, particularly in the development of government policies, programs and legislation; support government agencies to develop mechanisms which enhance the active involvement of children and young people; assist the overall Australian effort to meet its international obligations by promoting and advancing the rights of the child, in particular those enshrined in the United Nations Convention on the Rights of the Child; and provide the commissioner with discretion when performing any of his or her functions to focus on particular groups of children who are at risk or vulnerable such as children with disability, Aboriginal and Torres Strait Islander children, homeless children, or those who witness or are subject to violence.


The introduction of a National Children's Commissioner will represent the first dedicated advocate for children and young people at the federal level. All Australian states and territories have established similar offices and a national commissioner will consolidate and coordinate the expertise and knowledge that exists at the state level. A National Children's Commissioner will give Australian kids a voice at the national level and bring attention to issues of neglect, abuse and discrimination. A national advocate for children will offer a powerful focus for hearing children's voices, especially on the subjects of youth justice, child protection, Indigenous health outcomes and homelessness.


The commissioner will have an important role in monitoring, reviewing and commenting on laws, policies, service standards and practices that affect young Australians. As part of the Australian Human Rights Commission, such a position will have the mechanisms to receive and investigate complaints of breaches of children's rights under the Convention on the Rights of the Child through the implementation of a child-specific complaints system. It will be able to assist in and drive law reform and policy development, and develop consultation mechanisms that encourage the participation of children.


The commissioner will collaborate and coordinate with the community and business sectors to develop and strengthen community understanding of the issues and experiences of children, and have the power to intervene in court proceedings involving the rights of children and young people. The commissioner will also advocate for effective data collection on children's health, wellbeing, development and participation.


In Western Australia, the office of a Commissioner for Children and Young People was created by the state Labor government in 2006, with Michelle Scott becoming the first commissioner on 7 December 2007. The WA commissioner oversees a broad range of areas relating to children's welfare, including early childhood, complaints about government agencies relating to children, mental health, young people and the law, participation, reducing alcohol related harm, middle years and sexualisation of children. As a Western Australian representative I am very much aware of the good work that Ms Scott has been able to do, and this was certainly a strong part of my motivation in pushing for a commissioner at the national level.


At this point I would like to particularly recognise the work done on this cause by the people at UNICEF Australia—CEO Norman Gillespie, Communications Manager Tim O'Connor, and Advocacy Manager Aivee Chew. In October last year, Ms Chew was a member of a delegation to the United Nations in Geneva with the task of briefing the Committee on Child Rights, and on the broad question of where Australia was succeeding and failing in protecting the rights of its most vulnerable. Ms Chew said at the time that:


We know that Australia is a wonderful place for most of its kids, yet not everyone experiences the same and just levels of opportunity in Australia.


Gross inadequacies remain in Australia's commitment to its children, despite recommendations made five years ago by the UN Children's committee. It has been more than two decades since Australia ratified the United Nation's Convention on the Rights of the Child—the most widely ratified human rights treaty in history. Yet despite 20 years of 'commitment' to child rights in Australia, there is still no national framework and no national children's commissioner.


The delegation presented findings to the committee from the Listen to children report I referred to earlier.


The UN Committee on the Rights of the Child has long recognised that traditional mechanisms within governments do not provide sufficient protection to these vulnerable groups in society. When England introduced a Children's Commissioner in 2005—some time after similar offices had been created in Wales, Scotland and Northern Island—Australian based children's advocacy organisation Children's Rights International released a discussion paper on the issue. Its authors, Claire Bessant and Rhona Smith, wrote:


... children are frequently denied access to justice and indeed may even lack awareness of their rights. Accordingly, the UN Committee on the Rights of the Child has advocated the creation of national strategies promoting children's rights and independent human rights institutions to publicise and realise them.


Children's Commissioners, charged with defending and supporting children's welfare, rights and interests, guided by the principles of the UN Convention on the Rights of the Children, have clear potential as human rights institutions.


This makes an irresistible case for the introduction of a Children's Commissioner in Australia, and I am glad that we are now responding to that case. We cannot be complacent when it comes to children's rights, even though the rights and protections in for children in Australia are comparatively strong.


As I said in my speech on the motion in December 2010, there are actions against children in Australia's recent history of which no-one can be proud. The children of the stolen generation and forgotten Australians:


... did not receive this special protection. Our acceptance of responsibility, our sorrow and our sincere apology for the suffering of these children has a sobering resonance in the context of the Convention on the Rights of the Child. That episode in our history is a tragic demonstration of the vulnerabilities of children and of the susceptibility of government agencies to systemic failures when it comes to even the most basic protections. The two anniversaries, a month apart, should remind us of the terrible harm that can occur when the rights of children are not protected and should strengthen us in the ongoing imperative of recognising and protecting those rights.


The third anniversary, in a few months time, of the national apology to the stolen generations will be another point of reflection. It is of course an anniversary which tolls a heavy warning on the unacceptable consequences of neglecting the rights of children. The stolen generations and the forgotten Australians are not people who exist in some sepia-coloured, less enlightened Australian past. They are with us now, with their pain and also their courage and resilience.


Today we make a real and critical improvement to the protections that exist for children in this country, and in so doing we meet and strengthen the obligations and the spirit of the UN Convention on the Rights of the Child. I wholeheartedly welcome the creation of a National Children's Commissioner, and I commend the minister for moving so quickly to bring this bill forward. The Children's Commissioner at the Commonwealth level is certainly not a role and function that is arriving ahead of its time, but I am proud to be part of a Labor government that is learning from the past and looking to shape a future in which Australian children and children overseas can live to their potential with the protections and freedoms that all children should have.


Debate adjourned.

",HoR,<title>BILLS</title>,<title>Second Reading</title>,BILLS,4,2
"Perrett, Graham, MP",ALP,2012-06-21,"



Mr PERRETT
 (Moreton) (09:53):  I apologise for interrupting the debate and commend the member for Fremantle on her contribution. I table the advisory report on the Australian Human Rights Commission Amendment (National Children's Commissioner) Bill 2012 and a dissenting report, and I seek leave to make a very short statement.


Leave granted.




Mr PERRETT:
  This advisory report on behalf of the House Standing Committee on Social Policy and Legal Affairs and the Australian Human Rights Commission explores the future contribution of the National Children's Commissioner to Australian society. I look forward to speaking further on the report later.

",HoR,<title>COMMITTEES</title>,<title>Social Policy and Legal Affairs Committee</title>,COMMITTEES,5,1
"Moylan, Judi, MP",LP,2012-06-21,"



Mrs MOYLAN
 (Pearce) (09:54):  Likewise I apologise for interrupting the debate. On behalf of the coalition I seek leave to make a short statement on the dissenting report.


Leave granted.




Mrs MOYLAN:
  I will speak on the dissenting report at a later date.


Debate adjourned.

",HoR,<title>COMMITTEES</title>,<title>Social Policy and Legal Affairs Committee</title>,COMMITTEES,5,1
"Perrett, Graham, MP",ALP,2012-06-21,"



Mr PERRETT
 (Moreton) (09:53):  I apologise for interrupting the debate and commend the member for Fremantle on her contribution. I table the advisory report on the Australian Human Rights Commission Amendment (National Children's Commissioner) Bill 2012 and a dissenting report, and I seek leave to make a very short statement.


Leave granted.




Mr PERRETT:
  This advisory report on behalf of the House Standing Committee on Social Policy and Legal Affairs and the Australian Human Rights Commission explores the future contribution of the National Children's Commissioner to Australian society. I look forward to speaking further on the report later.

",HoR,<title>COMMITTEES</title>,<title>Report</title>,COMMITTEES,5,2
"Moylan, Judi, MP",LP,2012-06-21,"



Mrs MOYLAN
 (Pearce) (09:54):  Likewise I apologise for interrupting the debate. On behalf of the coalition I seek leave to make a short statement on the dissenting report.


Leave granted.




Mrs MOYLAN:
  I will speak on the dissenting report at a later date.


Debate adjourned.

",HoR,<title>COMMITTEES</title>,<title>Report</title>,COMMITTEES,5,2
