name,party,date,text,chamber,debate_title,subdebate_title,debate_type,debate_id,subdebate_id
"Bailey, Fran, MP",LP,1998-06-22,"—On behalf of the Standing Committee on Primary Industries, Resources and Rural and Regional Affairs, I present the committee's report, incorporating a dissenting report, entitled Adjusting to agricultural trade reform—Australia no longer down under , together with the minutes of proceedings and evidence received by the committee.
Ordered that the report be printed.
—Mr Speaker, the report I table today follows an inquiry by the Standing 
 Committee on Primary Industries, Resources, Rural and Regional Affairs into agricultural trade reform. The committee has made 34 recommendations to improve Australia's position in the face of increasing world agricultural trade liberalisation.
Australia cannot afford to relax in its pursuit of removing barriers to agricultural trade. There are significant opportunities for all Australians arising from trade reforms, amounting to around $1,000 extra per year for each family. Australia exports more than 70 per cent of its agricultural production and five times more primary products than it imports. Last year, Australian farm exports increased 7.4 per cent to $21 billion. But Australia still represents only one per cent of world trade in agriculture. A fair, global, rules-based trading system is vital for us as a small player in the world market. Reverting to protectionist policies of the past will not generate wealth or jobs for Australians.
The committee found a disturbing lack of information and opportunities for export and has recommended that government and agricultural leaders need to improve their efforts to inform producers and the public of opportunities arising from trade reform. The committee recognises that while many opportunities exist, some producers will be adversely affected, and recommends that both industry and government, in partnership, address the concerns of those people. The committee believes that all Australians need to be better informed about the reasons for adjusting to liberalised markets. Job creation is one important reason—with the creation of 300,000 net jobs from trade expansion.
The committee found a serious lack of a strong export culture among Australians, including many farmers, despite the heavy dependence on overseas markets for our agricultural products and, for our economy, on exports. Trade liberalisation is understood and supported among industry leaders but a stronger export culture needs to be developed among grassroots producers.
Advances in information and transport technologies are bringing new opportunities for producers. As the title of our report suggests, Australia is no longer `down under' 
 but is fully integrated into world markets. Australian agribusiness must embrace emerging technologies, such as electronic commerce and the Internet, which will bring significant business opportunities for producers, especially SMEs. There are some primary industries facing serious challenges to their traditional domestic markets as a result of trade reforms. The adjustments in those industries must be properly managed by the industry, in partnership with government.
Progress to reduce and eliminate trade barriers in major overseas markets has been too slow for our Australian producers. Australian trade negotiators must have solid commercial skills to aggressively pursue the removal of all trade barriers to benefit Australian producers. The committee has recommended that market access specialists with commercial and industry experience be appointed with responsibilities in trade negotiations for each major Australian agricultural industry. There is little sense in opening markets for Australian products if businesses cannot compete in these markets due to high costs incurred in production. Quarantine inspection services, labour, transport and taxation costs are specific impediments targeted in the committee's report. The committee made recommendations for government and industry partnerships to reduce the impact of these impediments.
It is essential that Australia can respond quickly to biodiversity issues affecting trade. The committee has recommended that a minister responsible for biosecurity be appointed. Increased exposure to the volatility of world markets has prompted many agribusinesses to review their marketing strategies. Networks are building critical mass through product aggregation. Coordinated marketing strategies from a network of exporters can reduce marketing costs. Primary producers successfully taking advantage of export opportunities are those who have sought out and developed reliable information sources. I hope that the recommendations contained in this report assist many producers to follow their lead.
With your indulgence, Mr Speaker, I would like to place on record my thanks to the 
 secretariat and all committee members. I commend the report to the House. (Time expired)",REPS,<title>COMMITTEES</title>,"<title>Primary Industries, Resources and Rural and Regional Affairs Committee </title>",Committees,2,1
"Adams, Dick, MP",ALP,1998-06-22,"—As one of the few rural Labor members, I am pleased to hear from people all around the country regarding the benefits and concerns to Australia's primary industries of international agricultural trade reform. The House of Representatives Standing Committee on Primary Industries, Resources and Rural and Regional Affairs undertook this inquiry because we believed that we needed to determine why some industries were successful in expanding exports while others seemed to be either struggling to export or not responding to the apparent opportunities.
As the committee proceeded with its inquiry, many issues came up that particularly impacted on the deliberations of the committee. These included quarantine on the salmon and pork industries, the sugar industry tariffs and wheat subsidies—all of which have been causing consternation and pain in rural areas. Throughout its investigations, the committee found a perception that Australia is undertaking trade liberalisation faster than other nations, thereby giving overseas nations an advantage in Australia while reciprocal advantages are not yet available to Australian exporters. The report found—and the honourable member for Calare (Mr Andren), in his dissenting report, agreed with this—that globalisation and liberalisation of trade are occurring outside our control, that we must seize the opportunities to maximise the benefits and minimise the costs and that, despite liberalisation, an overwhelming number of trade barriers continue to impede market access.
The report also points out that the goal of achieving free trade is unrealistic and ignores the legitimate impediments to free trade such as the environment, national sovereignty and food security. It is true that the concept of a level playing field is unrealistic in its current presentation and ignores unique factors such as culture, politics, geography and levels of technological development.
I think the point that is being made is that there is a need to assist industries going 
 through change, particularly the smaller ones. Regions such as Tasmania have a number of small emerging exports, and they have great concerns that their produce could be traded off against the big ticket items such as red meat, wheat and wool. This report has made a number of recommendations, including the committee recognising that there are industries facing serious challenges to their traditional domestic market as a result of trade liberalisation and that structural adjustment should be properly managed. The degree of this assistance will obviously be critical. Once the government has reviewed this report, I would be seeking recognition of the particular needs of the regions being included.
The report has also recognised the need to get more information out about the export markets and that government should assist and facilitate industry to be able to compete. Transport is another area that needs to be addressed. There is a lack of consolidation of fresh foods into export containers, and Australia needs to become proficient in providing a more efficient transport system for exported fresh produce.
Since beginning the inquiry, there have been many developments with our near neighbours. We also have to be aware of the likelihood of key Asian markets adopting a more protectionist agricultural trade stance and we need to be able to respond quickly to minimise any adverse impacts on Australian exports.
This was a very broad-ranging report and I believe that many aspects of it require greater consultation with growers if policy is to be implemented. We cannot ignore the need for primary producers to export and, to do so effectively, we must build an environment that is favourable to our markets. We do not necessarily have to lead the way, but our farmers need to be able to identify opportunities that will allow them to harvest the benefits of the trade reform process.
I support the overall findings of the report and will await the government's response with interest. However, I will be seeking to ensure that the regions are properly recognised and rewarded for their efforts in keeping their industries in the vanguard of development and 
 their ability to raise employment in those industries in any ongoing policy development.
In relation to your comments before the report was tabled, Mr Speaker, it is important that people have an opportunity to speak on these reports. After having put in eight or nine months work on this inquiry and then having only five minutes to address the report does not reflect the amount of work that we all put in, especially those of us on the back bench. I am sure that many members of this committee who have put in time and effort would like to make a considered comment to the parliament. I look forward to having that opportunity in the future.
—Mr Speaker, I wish to strongly dissent from the report.
—Unfortunately, the honourable member will not have an opportunity to be heard because the time allocated to the report has concluded, but I draw the honourable member's attention to the intervention by the honourable member for Lyons and my own comment before I called the honourable member for McEwen that I would hope that further time can be made available when the honourable member's dissent and that of other members who may wish to comment on the subject matter can be further considered.",REPS,<title>COMMITTEES</title>,"<title>Primary Industries, Resources and Rural and Regional Affairs Committee </title>",Committees,2,1
"Bailey, Fran, MP",LP,1998-06-22,"—I take this opportunity to support all of those who wish to speak on this very important report. I move:
That the House take note of the report.
I seek leave to continue my remarks later.
Leave granted.
—In accordance with standing order 102B, the debate is adjourned. The resumption of the debate will be made an order of the day for the next day of sitting, and the member will have leave to continue speaking when the debate is resumed.",REPS,<title>COMMITTEES</title>,"<title>Primary Industries, Resources and Rural and Regional Affairs Committee </title>",Committees,2,1
"Bailey, Fran, MP",LP,1998-06-22,"—On behalf of the Standing Committee on Primary Industries, Resources and Rural and Regional Affairs, I present the committee's report, incorporating a dissenting report, entitled Adjusting to agricultural trade reform—Australia no longer down under , together with the minutes of proceedings and evidence received by the committee.
Ordered that the report be printed.
—Mr Speaker, the report I table today follows an inquiry by the Standing 
 Committee on Primary Industries, Resources, Rural and Regional Affairs into agricultural trade reform. The committee has made 34 recommendations to improve Australia's position in the face of increasing world agricultural trade liberalisation.
Australia cannot afford to relax in its pursuit of removing barriers to agricultural trade. There are significant opportunities for all Australians arising from trade reforms, amounting to around $1,000 extra per year for each family. Australia exports more than 70 per cent of its agricultural production and five times more primary products than it imports. Last year, Australian farm exports increased 7.4 per cent to $21 billion. But Australia still represents only one per cent of world trade in agriculture. A fair, global, rules-based trading system is vital for us as a small player in the world market. Reverting to protectionist policies of the past will not generate wealth or jobs for Australians.
The committee found a disturbing lack of information and opportunities for export and has recommended that government and agricultural leaders need to improve their efforts to inform producers and the public of opportunities arising from trade reform. The committee recognises that while many opportunities exist, some producers will be adversely affected, and recommends that both industry and government, in partnership, address the concerns of those people. The committee believes that all Australians need to be better informed about the reasons for adjusting to liberalised markets. Job creation is one important reason—with the creation of 300,000 net jobs from trade expansion.
The committee found a serious lack of a strong export culture among Australians, including many farmers, despite the heavy dependence on overseas markets for our agricultural products and, for our economy, on exports. Trade liberalisation is understood and supported among industry leaders but a stronger export culture needs to be developed among grassroots producers.
Advances in information and transport technologies are bringing new opportunities for producers. As the title of our report suggests, Australia is no longer `down under' 
 but is fully integrated into world markets. Australian agribusiness must embrace emerging technologies, such as electronic commerce and the Internet, which will bring significant business opportunities for producers, especially SMEs. There are some primary industries facing serious challenges to their traditional domestic markets as a result of trade reforms. The adjustments in those industries must be properly managed by the industry, in partnership with government.
Progress to reduce and eliminate trade barriers in major overseas markets has been too slow for our Australian producers. Australian trade negotiators must have solid commercial skills to aggressively pursue the removal of all trade barriers to benefit Australian producers. The committee has recommended that market access specialists with commercial and industry experience be appointed with responsibilities in trade negotiations for each major Australian agricultural industry. There is little sense in opening markets for Australian products if businesses cannot compete in these markets due to high costs incurred in production. Quarantine inspection services, labour, transport and taxation costs are specific impediments targeted in the committee's report. The committee made recommendations for government and industry partnerships to reduce the impact of these impediments.
It is essential that Australia can respond quickly to biodiversity issues affecting trade. The committee has recommended that a minister responsible for biosecurity be appointed. Increased exposure to the volatility of world markets has prompted many agribusinesses to review their marketing strategies. Networks are building critical mass through product aggregation. Coordinated marketing strategies from a network of exporters can reduce marketing costs. Primary producers successfully taking advantage of export opportunities are those who have sought out and developed reliable information sources. I hope that the recommendations contained in this report assist many producers to follow their lead.
With your indulgence, Mr Speaker, I would like to place on record my thanks to the 
 secretariat and all committee members. I commend the report to the House. (Time expired)",REPS,<title>COMMITTEES</title>,<title>Report</title>,Committees,2,2
"Adams, Dick, MP",ALP,1998-06-22,"—As one of the few rural Labor members, I am pleased to hear from people all around the country regarding the benefits and concerns to Australia's primary industries of international agricultural trade reform. The House of Representatives Standing Committee on Primary Industries, Resources and Rural and Regional Affairs undertook this inquiry because we believed that we needed to determine why some industries were successful in expanding exports while others seemed to be either struggling to export or not responding to the apparent opportunities.
As the committee proceeded with its inquiry, many issues came up that particularly impacted on the deliberations of the committee. These included quarantine on the salmon and pork industries, the sugar industry tariffs and wheat subsidies—all of which have been causing consternation and pain in rural areas. Throughout its investigations, the committee found a perception that Australia is undertaking trade liberalisation faster than other nations, thereby giving overseas nations an advantage in Australia while reciprocal advantages are not yet available to Australian exporters. The report found—and the honourable member for Calare (Mr Andren), in his dissenting report, agreed with this—that globalisation and liberalisation of trade are occurring outside our control, that we must seize the opportunities to maximise the benefits and minimise the costs and that, despite liberalisation, an overwhelming number of trade barriers continue to impede market access.
The report also points out that the goal of achieving free trade is unrealistic and ignores the legitimate impediments to free trade such as the environment, national sovereignty and food security. It is true that the concept of a level playing field is unrealistic in its current presentation and ignores unique factors such as culture, politics, geography and levels of technological development.
I think the point that is being made is that there is a need to assist industries going 
 through change, particularly the smaller ones. Regions such as Tasmania have a number of small emerging exports, and they have great concerns that their produce could be traded off against the big ticket items such as red meat, wheat and wool. This report has made a number of recommendations, including the committee recognising that there are industries facing serious challenges to their traditional domestic market as a result of trade liberalisation and that structural adjustment should be properly managed. The degree of this assistance will obviously be critical. Once the government has reviewed this report, I would be seeking recognition of the particular needs of the regions being included.
The report has also recognised the need to get more information out about the export markets and that government should assist and facilitate industry to be able to compete. Transport is another area that needs to be addressed. There is a lack of consolidation of fresh foods into export containers, and Australia needs to become proficient in providing a more efficient transport system for exported fresh produce.
Since beginning the inquiry, there have been many developments with our near neighbours. We also have to be aware of the likelihood of key Asian markets adopting a more protectionist agricultural trade stance and we need to be able to respond quickly to minimise any adverse impacts on Australian exports.
This was a very broad-ranging report and I believe that many aspects of it require greater consultation with growers if policy is to be implemented. We cannot ignore the need for primary producers to export and, to do so effectively, we must build an environment that is favourable to our markets. We do not necessarily have to lead the way, but our farmers need to be able to identify opportunities that will allow them to harvest the benefits of the trade reform process.
I support the overall findings of the report and will await the government's response with interest. However, I will be seeking to ensure that the regions are properly recognised and rewarded for their efforts in keeping their industries in the vanguard of development and 
 their ability to raise employment in those industries in any ongoing policy development.
In relation to your comments before the report was tabled, Mr Speaker, it is important that people have an opportunity to speak on these reports. After having put in eight or nine months work on this inquiry and then having only five minutes to address the report does not reflect the amount of work that we all put in, especially those of us on the back bench. I am sure that many members of this committee who have put in time and effort would like to make a considered comment to the parliament. I look forward to having that opportunity in the future.
—Mr Speaker, I wish to strongly dissent from the report.
—Unfortunately, the honourable member will not have an opportunity to be heard because the time allocated to the report has concluded, but I draw the honourable member's attention to the intervention by the honourable member for Lyons and my own comment before I called the honourable member for McEwen that I would hope that further time can be made available when the honourable member's dissent and that of other members who may wish to comment on the subject matter can be further considered.",REPS,<title>COMMITTEES</title>,<title>Report</title>,Committees,2,2
"Bailey, Fran, MP",LP,1998-06-22,"—I take this opportunity to support all of those who wish to speak on this very important report. I move:
That the House take note of the report.
I seek leave to continue my remarks later.
Leave granted.
—In accordance with standing order 102B, the debate is adjourned. The resumption of the debate will be made an order of the day for the next day of sitting, and the member will have leave to continue speaking when the debate is resumed.",REPS,<title>COMMITTEES</title>,<title>Report</title>,Committees,2,2
"Jull, David, MP",LP,1998-06-22,"—I present the report of the Australian Parliamentary Delegation to the European Institutions from 20 April to 30 April 1998. This delegation was, I believe, one of the most important to be undertaken by this parliament in recent years. I say that because it was the first in a series of biennial visits to European institutions since the Australian-European Union joint declaration of June 1997. It showed Australia's commitment to the new and much more extensive bilateral relationship.
We sometimes forget that Europe as a whole is in fact our biggest market and there are major changes taking place in terms of European trade both in a multilateral and a bilateral sense. There are reforms beginning in many of the European Union's basic 
 policies, the common agricultural policy being of particular importance to Australia. The advent of the EU Economic and Monetary Union on 1 January next year and the EU's negotiations with six countries for accession and the possibility of another five on the horizon have great implications for Australia. Europe is also very much involved in Asia. It was important to address these issues, too, with the European authorities.
The access given this delegation to the European parliament, the European Commission, the Council of Europe, the European Court of Human Rights and NATO was outstanding. I must say that the reception given to us at all these institutions was first class. Discussions were frank, relevant and, as can be seen in the body of the report, of benefit not only to us but also to the parliament, the government and ultimately to the country as a whole.
 Parliamentary delegations are often described as mere junkets, but a study of this report will show just how effective they can be. Parliamentarians have a great capacity to be able to talk and to negotiate with other parliamentarians. While that may seem obvious, it does allow for questioning, the probing of issues and the laying bare of facts not always available in conventional diplomatic situations. Certainly, this was a very tenacious group who worked well together across party lines in making sure that Australia's point of view was recognised, in addition to gathering information on such diverse issues as human rights to aviation policy to food safety issues.
 It is not widely known, for example, that the European parliament has a separate delegation for relations with Australia and New Zealand. It is essential that relationships with that group are well maintained by not only our post in Brussels but also this parliament. The chairman of that group, Jim Nicholson MEP, is very serious about this relationship and I hope that all members of this delegation will stay in contact with him and his diverse delegation membership.
 We have many thankyous to make and obviously there are far too many to list here. Those who helped us are listed and thanked in the report, but in particular I would like to 
 thank Mr Peter Shannon, the Charge in Paris, his team at the Australian Embassy and our Ambassador in Belgium who is responsible for Belgium, Luxembourg and the European communities.
Ambassador Kenyon and his wife accompanied us throughout the delegation. His staff, including Jane Drake-Brockman, Dr Alex Brooking and Anne Owens, were magnificent. However, special thanks should also be given to the Third Secretary from Brussels, Anthea Griffin. Organising delegations and running them on a day-to-day basis is a huge task. This was undoubtedly one of the best, if not the best, in which I have been involved, and I think that Miss Griffin can take great credit for that.
Eighty years later, the delegation was on the Western Front for Anzac Day and was an integral part of that commemoration. It was personally one of the greatest honours for me in my parliamentary career to be part of this year's commemoration in Peronne, Villers-Bretonneux, Bullecourt, Ieper and all points in between. The leader of the delegation and I had the honour of laying the wreath at the Menin Gate at the 8 p.m. traditional commemoration on Anzac Day, certainly a most emotional experience.
No-one could fail to be moved by the large crowds who attended each commemoration during that day, many French and Belgians but literally dozens of Australians as well. There were backpackers, tourists and youth groups such as the choir of St Peter's Lutheran College in Adelaide who, through their performances, made us all very proud indeed. The Deputy Usher of the Black Rod, Andrea Griffiths, proved to be an outstanding secretary to the delegation and deserves special thanks, as does the leader of the delegation, the Deputy President of the Senate, Sue West. On behalf of Senator Gibson and the members for Riverina (Mr Hicks), Fowler (Mr Ted Grace) and Fraser (Mr Dargavel), I would like to thank them most sincerely.",REPS,<title>DELEGATION REPORTS</title>,<title>Australian Parliamentary Delegation to the European Institutions</title>,Delegation Reports,3,1
"Hicks, Noel, MP",NP,1998-06-22,"—I would like to support the comments of the previous speaker, the member for Fadden (Mr Jull), who was the deputy leader of the delegation to the European institutions. I 
 would also like to second his words and congratulate Senator Sue West and, in particular, Andrea Griffiths, the Deputy Usher of the Black Rod, who was secretary of the committee.
As the member for Fadden said, it is important that we keep contact with Europe. I know that many of us in Australia are a little confused about the various institutions of the European sector. For example, we have the European Union, the Council of Europe, the European Council Parliamentary Assembly, the European Parliament, the European Commissioner for Human Rights, and it goes on, and many of us really do not know what their roles and responsibilities are. What we do know is that Europe is a large market. It is very important to and in the best interests of Australia, and it is important that we keep close contact with the European institutions to make sure that we know what is going on there.
I very much enjoyed being part of the delegation to the European institutions. As the member for Fadden said, it was a very good delegation that worked across party lines and put Australia's case in those areas we believed it should be put. I was fortunate enough to attend a meeting of the Agricultural Subcommittee of the European Parliament. It was very interesting to listen to what was being said there about the common agricultural policy. Also, mention has already been made here today about the enlargement of the European Union, and we hope that will have ramifications for Australia, but there seems to be some doubt as to when that enlargement might take place. Of course, when it does take place, there will be many people in the enlarged union who will be farmers, and there will be increased production. One wonders whether the subsidies now paid to European farmers will continue to be paid, given the number of farmers who will be adding to the economy there.
The member for Fadden also spoke about the trip to the Western Front and to the towns of Bullecourt, Villers-Brettoneux and Ypres. One of the things that impressed me very much in those areas was the high regard and respect for Australia. It is very evident. I 
 came back with a strong feeling that we really must inculcate in our students here how important that particular phase of Australian history is to the total history of Australia. When you look on the line upon line of white tombstones there and the flower of Australian manhood lying beneath them—and in particular at one place called the `Windmill' where more Australian blood has been shed than anywhere else on earth—you understand that those battlefields are a very important part of our heritage. We must teach our young people to honour those that have gone before because they have set the standards that we must try to emulate.
It was a wonderful experience to be there and, like the member for Fadden, I was honoured to be there, particularly when he and Senator Sue West laid a wreath at the Menin Gate. When you see the names of Australians written on the honour roll there—many of them have no known grave—it brings not only a feeling of sadness but also a feeling of pride that you are an Australian. In that part of the world in particular, you are very much honoured by those people who still remember with great affection those who served.
It was a wonderful delegation, and I would like to thank the parliament for the opportunity afforded me to attend the delegation. Once again, I would like to thank Senator Sue West, David Jull and, of course, Andrea Griffiths. I would also like to thank our diplomatic corps overseas, whom we must be very proud of. There is no doubt that they are very capable and very efficient people who are highly regarded by the European Community for the work they do for and on behalf of Australia.",REPS,<title>DELEGATION REPORTS</title>,<title>Australian Parliamentary Delegation to the European Institutions</title>,Delegation Reports,3,1
"Hawker, David, MP",LP,1998-06-22,"—On behalf of the Standing Committee on Financial Institutions and Public Administration, I present the committee's report, incorporating a dissenting report, entitled Review of the Reserve Bank of Australia's annual report for 
 1996-97 , together with the minutes of proceedings.
Ordered that the report be printed.
—This is the third report on the Reserve Bank that the committee has tabled during this parliament. This report addresses significant monetary policy issues and some prudential matters discussed between the Governor of the Reserve Bank of Australia and the committee at a public hearing held in Melbourne on 7 May this year.
As I said at the time of tabling the committee's last report on the Reserve Bank, this is one of the most important tasks that the committee undertakes. The Reserve Bank's appearance before the financial institutions committee has become a significant avenue of accountability and transparency for the bank, with increased public interest in the proceedings.
Obviously the most significant issue discussed at the hearing, and thus in the report, was the worsening Asian crisis and its impact on the Australian economy. As we are all well aware, at the core of this problem are the very rapid adjustments that the countries involved have had to make to their external positions to stop their exchange rates from falling below the extremely low levels they reached in late 1997.
At the time of the hearing, the major uncertainty was Japan. As well, recent political and social events in Indonesia have surpassed previous expectations of change. The bank in no way sought to downplay the effects of Asia on the Australian economy, noting it was the most significant identifiable external shock since the OPEC second shock in 1979. However, at the time of the hearing, the bank believed that the Australian economy had coped quite well, largely because we were in good shape as the crisis evolved. We had strong domestic demand, low inflation, low interest rates, financial markets that have behaved sensibly and international investors in the bond market drawing distinctions between Australia and Asia.
Our exchange rate has depreciated against the US dollar and other major currencies, but this is an understandable market reaction to 
 the deterioration in our international trading position. Unemployment is dipping, and dropped below eight per cent in April. The current account of the balance of payments is expected to widen, but the Governor said that this is not a sign of economic policy failure and trusts the market will treat it accordingly. The bank's response to this situation was a source of considerable discussion. The Governor also said at the hearing that the board considered the present setting of monetary policy as the right one, and most members of the committee agreed. With the situation in Asia worsening, and the second wave of impact for Australia now being felt, the Asian situation will undoubtedly be the focus of our agenda for the next hearing to be held in November.
Other significant matters discussed by the committee were the improved interest rates for small business, the level of national savings, Australia's role in the Indonesian International Monetary Fund's support packages, the impact of the United States monetary policy on Australia and prudential matters related to the establishment of the new Australian Prudential Regulatory Authority and the year 2000 problem.
I would like to thank the Reserve Bank, particularly the Governor, Mr Macfarlane, and the staff of the Financial Institutions and Public Administration secretariat, especially Bev Forbes and Chris Paterson, for their assistance with the inquiry and to all members of the committee for their professional approach to the public hearing and for their contributions to this report. Clearly, the nature of the questions and the responses at the hearing reflected the very high quality of this very professional team. I commend the report to the House.",REPS,<title>COMMITTEES</title>,<title>Financial Institutions and Public Administration Committee</title>,Committees,4,1
"Latham, Mark, MP",ALP,1998-06-22,"—As the member for Wannon (Mr Hawker) indicated, one the most important roles of the parliamentary committee system is the public hearing every six months with the Governor of the Reserve Bank concerning the conduct of monetary policy. It is my view, a view shared by the member for Isaacs (Mr Wilton) in our dissenting report, that the committee report to the parliament should be more than 
 a recycling of views expressed at the hearing. I think it is healthy for the committee and, indeed, the parliamentary process to bring critical analysis to the sort of material that was presented at the public hearing by Governor Macfarlane and his colleagues.
On 7 May I thought that the Governor was engaging in elements of boosterism about the state of the Australian economy. I would argue that since that time my suspicion has been confirmed, because the Governor was clearly worried about the shaky confidence in the Australian dollar, and the dollar has been significantly devalued on international markets since 7 May. He was also clearly worried about the situation with interest rates. Since early May there has been considerable upward pressure on Australian interest rates.
The Governor was engaging in elements of boosterism, but I think that is a legitimate role for a governor to play in those circumstances, given the questionable market confidence and the concern about Asia. I think it is a legitimate role for the Governor, as the spokesperson of the Reserve Bank, to put those views, to talk up as best he can the Australian situation. What I think is important, though, for the committee is to bring critical analysis to the parliament in its report, not to fall for the elements of boosterism that one would expect from the Governor but to look behind some of the arguments and bring factual analysis to the committee process.
The purpose of the minority report presented by the member for Isaacs and me is to question the view that the current account deficit problem Australia currently experiences is substantially different from the last three times—the mid-1980s, the late 1980s and then again in 1994. Just last week we had an independent financial analysis showing that even without the impact of Asia the Australian current account deficit would still be getting out to 5½ per cent of GDP.
If you look through recent history in this nation, one would see that the current account deficit problem in the mid-1980s was a product of external shock, as it is now, nudging up towards six per cent of GDP. The experience in the late 1980s showed that the Commonwealth at that time had its budget in 
 underlying surplus, but due to the failings of the twin deficit theory we still experienced a significant current account deficit. There are similarities between the experience in 1998 and the experiences of the Australian economy in the mid-1980s and again in the late 1980s.
There are few rules, if any, in economics, but one of them is that a small trading nation like ours with poor national savings cannot grow faster than its major trading partners without a spill over on to the external account, without a blow-out in its current account deficit. This indicates, of course, the failure of the Howard government's policies with regard to national savings. Those policies and performance have been disappointing in recent years. Improvements in public sector savings have been at the expense of private savings, including $5 billion in fiscal drag and significant cuts to essential services in health, education and child care.
The public sector savings performance by the Commonwealth has also been at the expense of the states and territories. Private savings have fallen as many households have been forced to pay for higher tax liabilities and higher user charges from household savings. The 1998-99 budget forecasts a significant drop in the household savings ratio from 4.7 per cent in 1996-97 to 2.75 per cent in 1998-99—one of the lowest ratios of any nation in the Western world. These trends are confirmed by the chart at page 1.12 of Budget Paper No. 1. It shows a decrease in national savings since 1996 with the rate anchored well below 20 per cent of GDP.
These matters need to be placed on the parliamentary record. There are significant similarities between the current account deficit situation now with its three predecessors—the mid-1980s, the late 1980s and the mid-1990s. I think the committee needs to note those matters, to have a firm historical record in place and not to simply recycle the views and the type of boosterism that was engaged in by the Governor at the public hearing. It is healthy to have a dissenting report. I look forward to future hearings of this nature and future debates within the 
 committee about the critical analysis and the historical fact.
— Does the member for Wannon wish to move a motion in connection with the report to enable it to be debated on a future occasion?",REPS,<title>COMMITTEES</title>,<title>Financial Institutions and Public Administration Committee</title>,Committees,4,1
