name,vote,parent_title,grandparent_title,date,chamber,debate_type,debate_id,subdebate_id,division_id
"Abbott, A. J. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Anderson, J. D.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Andrews, K. J. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Anthony, L. J.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Bailey, F. E. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Barresi, P. A.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Bartlett, K. J. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Billson, B. F.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Bishop, B. K. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Bishop, J. I.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Brough, M. T. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Cadman, A. G.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Cameron, R. A. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Causley, I. R.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Charles, R. E. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Costello, P. H.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Draper, P. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Elson, K. S.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Entsch, W. G. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Fahey, J. J.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Fischer, T. A. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Forrest, J. A. *",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Gallus, C. A. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Gambaro, T.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Gash, J. ",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
"Georgiou, P.",aye,Health Services: Government Policies,MATTERS OF PUBLIC IMPORTANCE,1998-12-08,REPS,Matters of Public Importance,7,1,0
